,resist_id,last_trt,area_ha,recent_dist_yr,recent_dist_type,unit_name,grove_name,prior1_dist_yr,prior1_dist_type,prior2_dist_yr,prior2_dist_type,keep,prior1_dist_yr_0,diff.1.to.2,resst_d
4166,7034,2021,1.837293401,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,7,7034
4167,7035,2021,2.20764E-06,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,7,7035
4168,7035,2021,2.20764E-06,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2021,lowsev_fire,2014,rx_pile,T,2021,0,7035
4169,7036,2021,3.4995599,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,7,7036
4170,7038,2021,0.216445499,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,7,7038
4171,7039,2021,8.24728E-07,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,7,7039
4172,7039,2021,8.24728E-07,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2021,modsev_fire,2014,rx_pile,T,2021,0,7039
4173,7040,2003,2.75314E-05,2003,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,1987,rx_pile,T,2001,2,7040
4174,7041,2014,4.922798408,2014,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,1987,rx_pile,T,2001,13,7041
4175,7042,2022,0.769064335,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2003,lowsev_fire,T,2003,19,7042
4176,7043,2014,0.000900953,2014,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2001,rx_pile,T,2003,11,7043
4177,7044,2022,0.003239043,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2003,rx_pile,T,2014,8,7044
4178,7045,2022,7.37908E-05,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,8,7045
4179,7046,2001,0.317108504,2001,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1985,rx_pile,NA,NA,T,1985,16,7046
4180,7047,2014,46.62935328,2014,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,NA,NA,T,2001,13,7047
4181,7048,2014,0.001721314,2014,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2001,rx_pile,T,2003,11,7048
4182,7049,2022,0.264185698,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2003,rx_pile,T,2014,8,7049
4183,7050,2021,1.41788E-06,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,NA,NA,T,2001,20,7050
4184,7051,2022,0.017129093,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2014,rx_pile,2001,rx_pile,T,2014,8,7051
4185,7054,2021,0.107127969,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,NA,NA,T,2001,20,7054
4186,7056,2022,0.05498185,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2003,lowsev_fire,T,2003,19,7056
4187,7057,2022,0.004095918,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,NA,NA,T,2001,21,7057
4188,7058,2022,0.201841765,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2001,rx_pile,T,2003,19,7058
4189,7059,2022,0.05831254,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,2001,rx_pile,T,2003,19,7059
4190,7060,2003,0.000463005,2003,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2001,rx_pile,NA,NA,T,2001,2,7060
4191,7061,2001,1.70655918,2001,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,NA,NA,NA,NA,T,0,2001,7061
4192,7062,2011,4.65374676,2011,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1996,rx_pile,NA,NA,T,1996,15,7062
4193,7063,2011,0.001098042,2011,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1997,rx_pile,1996,rx_pile,T,1997,14,7063
4194,7064,2011,8.812566757,2011,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1996,rx_pile,1984,rx_pile,T,1996,15,7064
4195,7065,2011,0.003144773,2011,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2003,rx_pile,1996,rx_pile,T,2003,8,7065
4196,7066,2022,1.13886E-05,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2011,rx_pile,2003,rx_pile,T,2011,11,7066
4197,7068,2022,0.001093184,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,2003,rx_pile,T,2004,18,7068
4198,7069,2022,0.008934901,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,2003,rx_pile,T,2004,18,7069
4199,7070,2022,0.003010761,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1996,rx_pile,1988,rx_pile,T,1996,26,7070
4200,7071,2022,0.419417953,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,1996,rx_pile,T,2004,18,7071
4201,7072,2022,4.79883E-08,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,2003,rx_pile,T,2004,18,7072
4202,7073,2022,0.122543535,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,2003,rx_pile,T,2004,18,7073
4203,7074,2022,0.004280314,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,2004,rx_pile,1996,rx_pile,T,2004,18,7074
4204,7075,2022,0.000632218,2022,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1996,rx_pile,NA,NA,T,1996,26,7075
4205,7077,1996,0.005064808,1996,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,NA,NA,NA,NA,T,0,1996,7077
4206,7078,2021,2.500368564,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,1995,rx_pile,NA,NA,T,1995,26,7078
4207,7079,2021,0.332746873,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Giant Forest,2019,rx_pile,1995,rx_pile,T,2019,2,7079
4208,7080,2019,14.870437,2019,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1995,rx_pile,NA,NA,T,1995,24,7080
4209,7081,2019,0.000171706,2019,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1995,rx_pile,1993,rx_pile,T,1995,24,7081
4210,7082,1995,1.609934793,1995,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,NA,NA,NA,NA,T,0,1995,7082
4211,7083,1980,0.077717643,1980,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,1972,rx_pile,NA,NA,T,1972,8,7083
4212,7084,1972,1.116501591,1972,rx_pile,Sequoia and Kings Canyon National Parks,Giant Forest,NA,NA,NA,NA,T,0,1972,7084
4213,7085,2023,0.347695372,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Granite Creek,NA,NA,NA,NA,T,0,2023,7085
4214,7085,2023,0.347695372,2023,mech_under,Sequoia and Kings Canyon National Parks,Granite Creek,2023,lowsev_fire,NA,NA,T,2023,0,7085
4215,7086,2023,0.22593491,2023,mech_under,Sequoia and Kings Canyon National Parks,Granite Creek,NA,NA,NA,NA,T,0,2023,7086
4216,7087,2020,13.54590268,2020,lowsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,NA,NA,NA,NA,T,0,2020,7087
4217,7088,2020,1.65756E-07,2020,lowsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,NA,NA,NA,NA,T,0,2020,7088
4218,7088,2020,1.65756E-07,2020,modsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,2020,lowsev_fire,NA,NA,T,2020,0,7088
4219,7089,2020,8.343879808,2020,modsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,NA,NA,NA,NA,T,0,2020,7089
4220,7090,2020,3.1567E-07,2020,lowsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,NA,NA,NA,NA,T,0,2020,7090
4221,7090,2020,3.1567E-07,2020,highsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,2020,lowsev_fire,NA,NA,T,2020,0,7090
4222,7093,2020,26.0143802,2020,highsev_fire,Sequoia and Kings Canyon National Parks,Homers Nose,NA,NA,NA,NA,T,0,2020,7093
4223,7094,2023,7.38274E-15,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Little Redwood Meadow,NA,NA,NA,NA,T,0,2023,7094
4224,7095,2023,2.746771419,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Little Redwood Meadow,NA,NA,NA,NA,T,0,2023,7095
4225,7095,2023,2.746771419,2023,mech_under,Sequoia and Kings Canyon National Parks,Little Redwood Meadow,2023,lowsev_fire,NA,NA,T,2023,0,7095
4226,7096,2023,8.555319022,2023,mech_under,Sequoia and Kings Canyon National Parks,Little Redwood Meadow,NA,NA,NA,NA,T,0,2023,7096
4227,7097,2021,2.280679304,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Lost,NA,NA,NA,NA,T,0,2021,7097
4228,7098,2021,0.418641856,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Lost,2017,mech_under,NA,NA,T,2017,4,7098
4229,7099,2017,4.787729583,2017,mech_under,Sequoia and Kings Canyon National Parks,Lost,NA,NA,NA,NA,T,0,2017,7099
4230,7100,1986,0.072081359,1986,lowsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,1986,7100
4231,7101,2021,1.15330982,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Muir,1986,lowsev_fire,NA,NA,T,1986,35,7101
4232,7102,2021,57.45637102,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,2021,7102
4233,7103,2021,4.38071E-07,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,2021,7103
4234,7103,2021,4.38071E-07,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Muir,2021,lowsev_fire,NA,NA,T,2021,0,7103
4235,7104,2021,8.430534569,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,2021,7104
4236,7105,2021,9.26083E-08,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,2021,7105
4237,7105,2021,9.26083E-08,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Muir,2021,lowsev_fire,NA,NA,T,2021,0,7105
4238,7108,2021,3.842480942,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Muir,NA,NA,NA,NA,T,0,2021,7108
4239,7109,2021,2.429004372,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,New Oriole Lake,NA,NA,NA,NA,T,0,2021,7109
4240,7111,2021,1.908955422,2021,modsev_fire,Sequoia and Kings Canyon National Parks,New Oriole Lake,NA,NA,NA,NA,T,0,2021,7111
4241,7115,2021,1.628487362,2021,highsev_fire,Sequoia and Kings Canyon National Parks,New Oriole Lake,NA,NA,NA,NA,T,0,2021,7115
4242,7116,2021,41.69525308,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Oriole Lake,NA,NA,NA,NA,T,0,2021,7116
4243,7118,2021,1.873795387,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Oriole Lake,NA,NA,NA,NA,T,0,2021,7118
4244,7122,2021,0.217390275,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Oriole Lake,NA,NA,NA,NA,T,0,2021,7122
4245,7123,2021,13.63149113,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,NA,NA,NA,NA,T,0,2021,7123
4246,7125,2021,1.489955639,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,NA,NA,NA,NA,T,0,2021,7125
4247,7126,2021,1.30804E-08,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,NA,NA,NA,NA,T,0,2021,7126
4248,7126,2021,1.30804E-08,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,2021,modsev_fire,NA,NA,T,2021,0,7126
4249,7128,2021,1.37283E-08,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,NA,NA,NA,NA,T,0,2021,7128
4250,7128,2021,1.37283E-08,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,2021,lowsev_fire,NA,NA,T,2021,0,7128
4251,7129,2021,0.125372512,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Pine Ridge,NA,NA,NA,NA,T,0,2021,7129
4252,7130,2020,0.103880403,2020,lowsev_fire,Sequoia and Kings Canyon National Parks,Putnam-Francis Tree,NA,NA,NA,NA,T,0,2020,7130
4253,7131,2021,0.214581292,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,NA,NA,NA,NA,T,0,2021,7131
4254,7132,2008,0.013212145,2008,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Creek,NA,NA,NA,NA,T,0,2008,7132
4255,7134,2021,0.014858526,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2003,rx_pile,NA,NA,T,2003,18,7134
4256,7135,2003,0.000310414,2003,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Creek,NA,NA,NA,NA,T,0,2003,7135
4257,7137,2021,0.749129222,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2003,rx_pile,1995,rx_pile,T,2003,18,7137
4258,7140,2021,0.703494403,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2003,rx_pile,1995,rx_pile,T,2003,18,7140
4259,7142,2021,0.001400589,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,1995,rx_pile,NA,NA,T,1995,26,7142
4260,7143,2021,12.30645744,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2003,rx_pile,1995,rx_pile,T,2003,18,7143
4261,7144,2003,4.568322347,2003,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Creek,1995,rx_pile,NA,NA,T,1995,8,7144
4262,7145,2021,0.013141173,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Atwell,2003,rx_pile,2003,rx_pile,T,2003,18,7145
4263,7145,2021,0.013141173,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2021,modsev_fire,2003,rx_pile,T,2021,0,7145
4264,7151,2021,0.092570631,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Atwell,2003,rx_pile,2003,rx_pile,T,2003,18,7151
4265,7151,2021,0.092570631,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Creek,2021,lowsev_fire,2003,rx_pile,T,2021,0,7151
4266,7152,1995,0.00187004,1995,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Creek,NA,NA,NA,NA,T,0,1995,7152
4267,7153,1996,7.18773227,1996,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,1996,7153
4268,7155,1996,0.302825629,1996,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,1996,7155
4269,7156,2023,0.185468201,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,1996,lowsev_fire,NA,NA,T,1996,27,7156
4270,7157,2023,0.011880522,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,2023,7157
4271,7158,2023,0.01055733,2023,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,2023,7158
4272,7160,2023,0.0182011,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,1996,modsev_fire,NA,NA,T,1996,27,7160
4273,7160,2023,0.0182011,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,2023,lowsev_fire,1996,modsev_fire,T,2023,0,7160
4274,7161,2023,31.97360941,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,2023,7161
4275,7161,2023,31.97360941,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,2023,lowsev_fire,NA,NA,T,2023,0,7161
4276,7163,2023,1.770231046,2023,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,2023,7163
4277,7163,2023,1.770231046,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,2023,modsev_fire,NA,NA,T,2023,0,7163
4278,7164,2023,0.028681791,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,1996,modsev_fire,NA,NA,T,1996,27,7164
4279,7166,2023,0.359800845,2023,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Meadow,1996,lowsev_fire,NA,NA,T,1996,27,7166
4280,7166,2023,0.359800845,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,2023,lowsev_fire,1996,lowsev_fire,T,2023,0,7166
4281,7167,2023,1.055543459,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,1996,lowsev_fire,NA,NA,T,1996,27,7167
4282,7168,2023,29.05727146,2023,mech_under,Sequoia and Kings Canyon National Parks,Redwood Meadow,NA,NA,NA,NA,T,0,2023,7168
4283,7169,2006,7.32303E-17,2006,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2006,7169
4284,7170,2021,2.32376E-14,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2018,mech_under,NA,NA,T,2018,3,7170
4285,7171,2021,7.82165E-14,2021,lowsev_fire,Giant Sequoia National Monument,Redwood Mountain,2018,mech_under,2017,mech_under,T,2018,3,7171
4286,7171,2021,7.82165E-14,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,2018,mech_under,T,2021,0,7171
4287,7172,2021,1.05416E-14,2021,lowsev_fire,Giant Sequoia National Monument,Redwood Mountain,2018,mech_under,2017,mech_under,T,2018,3,7172
4288,7172,2021,1.05416E-14,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,2018,mech_under,T,2021,0,7172
4289,7174,2021,1.63709E-15,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,lowsev_fire,NA,NA,T,2006,15,7174
4290,7175,2021,23.45313045,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7175
4291,7182,2021,1.20103E-07,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7182
4292,7182,2021,1.20103E-07,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,NA,NA,T,2021,0,7182
4293,7185,2021,8.040740953,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7185
4294,7186,2021,1.27329E-15,2021,highsev_fire,Giant Sequoia National Monument,Redwood Mountain,1978,rx_pile,NA,NA,T,1978,43,7186
4295,7186,2021,1.27329E-15,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,highsev_fire,1978,rx_pile,T,2021,0,7186
4296,7198,2021,1.45519E-15,2021,highsev_fire,Giant Sequoia National Monument,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7198
4297,7198,2021,1.45519E-15,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,highsev_fire,NA,NA,T,2021,0,7198
4298,7200,2021,3.00049E-10,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7200
4299,7200,2021,3.00049E-10,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,modsev_fire,NA,NA,T,2021,0,7200
4300,7203,2021,1.9571E-16,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7203
4301,7203,2021,1.9571E-16,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,NA,NA,T,2021,0,7203
4302,7205,2021,92.82405502,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2021,7205
4303,7220,2021,5.682971758,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,1987,lowsev_fire,NA,NA,T,1987,34,7220
4304,7222,2021,0.329938232,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,1987,lowsev_fire,NA,NA,T,1987,34,7222
4305,7225,2021,3.56522E-14,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,1987,lowsev_fire,NA,NA,T,1987,34,7225
4306,7227,1987,4.32919E-14,1987,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,1987,7227
4307,7243,2021,3.235009706,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,1987,modsev_fire,NA,NA,T,1987,34,7243
4308,7245,2021,0.406519042,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,1987,highsev_fire,NA,NA,T,1987,34,7245
4309,7246,2021,0.004680341,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,15,7246
4310,7248,2021,1.367407106,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,15,7248
4311,7249,2006,9.6767E-17,2006,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2006,7249
4312,7249,2006,9.6767E-17,2006,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,lowsev_fire,NA,NA,T,2006,0,7249
4313,7251,2021,8.278725391,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,15,7251
4314,7252,2021,0,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,15,7252
4315,7252,2021,0,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,2006,rx_pile,T,2021,0,7252
4316,7253,2006,2.774520261,2006,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2006,7253
4317,7254,2021,1.45519E-14,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,rx_pile,NA,NA,T,2016,5,7254
4318,7255,2021,1.11022E-20,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,rx_pile,NA,NA,T,2016,5,7255
4319,7255,2021,1.11022E-20,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,modsev_fire,2016,rx_pile,T,2021,0,7255
4320,7261,2021,2.45173E-13,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,rx_pile,NA,NA,T,2016,5,7261
4321,7262,2016,1.18234E-14,2016,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2016,7262
4322,7263,2021,7.380487206,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7263
4323,7264,2021,1.42025E-07,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7264
4324,7264,2021,1.42025E-07,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,modsev_fire,2016,mech_under,T,2021,0,7264
4325,7265,2021,3.29237E-14,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,NA,NA,T,2016,5,7265
4326,7266,2021,5.6541E-08,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7266
4327,7266,2021,5.6541E-08,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,2016,mech_under,T,2021,0,7266
4328,7268,2021,2.22045E-20,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,NA,NA,T,2016,5,7268
4329,7268,2021,2.22045E-20,2021,highsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,modsev_fire,2016,mech_under,T,2021,0,7268
4330,7270,2021,0.000566474,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7270
4331,7271,2021,0.00018626,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7271
4332,7276,2021,3.45414E-08,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7276
4333,7277,2021,1.77911E-08,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7277
4334,7278,2021,17.47321777,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7278
4335,7279,2021,2.86384E-07,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7279
4336,7279,2021,2.86384E-07,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2021,lowsev_fire,2016,mech_under,T,2021,0,7279
4337,7280,2016,44.17322552,2016,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2016,7280
4338,7280,2016,44.17322552,2016,mech_under,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,rx_pile,NA,NA,T,2016,0,7280
4339,7281,2021,72.72136678,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7281
4340,7285,2021,0.008326648,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7285
4341,7286,2016,1.2159053,2016,rx_pile,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,10,7286
4342,7286,2016,1.2159053,2016,mech_under,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,rx_pile,2006,rx_pile,T,2016,0,7286
4343,7287,2021,0.295560858,2021,lowsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2016,rx_pile,T,2016,5,7287
4344,7288,2016,0,2016,mech_under,Sequoia and Kings Canyon National Parks,Redwood Mountain,2006,rx_pile,NA,NA,T,2006,10,7288
4345,7290,2021,0,2021,modsev_fire,Sequoia and Kings Canyon National Parks,Redwood Mountain,2016,mech_under,2006,rx_pile,T,2016,5,7290
4346,7291,2016,4.34123E-14,2016,mech_under,Sequoia and Kings Canyon National Parks,Redwood Mountain,NA,NA,NA,NA,T,0,2016,7291
