"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_dist_yr","last_dist_type","area_ha","ever.high","diff.1.to.2","resist_class"
"1363",1363,418,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",51,"Moderate resistance"
"1364",1364,419,0,0,0,2,1,0,2016,"modsev_fire",0,"never high sev",47,"Moderate resistance"
"1365",1365,424,0,0,0,1,1,0,2020,"modsev_fire",4.63,"never high sev",51,"Moderate resistance"
"1366",1366,430,0,0,0,1,0,0,1969,"mech_under",3.56,"never high sev",1969,"No resistance"
"1367",1367,465,0,0,0,1,1,0,2020,"modsev_fire",3.5,"never high sev",49,"Moderate resistance"
"1368",1368,472,0,0,0,1,0,0,1971,"mech_under",0.74,"never high sev",1971,"No resistance"
"1369",1369,487,0,0,0,1,0,0,1973,"mech_under",7.82,"never high sev",1973,"No resistance"
"1370",1370,591,0,0,0,2,0,0,1983,"mech_under",0.01,"never high sev",12,"No resistance"
"1371",1371,595,0,0,0,2,1,0,2020,"modsev_fire",4.29,"never high sev",37,"Moderate resistance"
"1372",1372,600,0,0,0,2,0,0,1983,"mech_under",0,"never high sev",31,"No resistance"
"1373",1373,602,0,0,0,3,0,0,1983,"mech_under",0.02,"never high sev",30,"No resistance"
"1374",1374,606,0,0,0,1,1,0,2020,"modsev_fire",3.44,"never high sev",37,"Moderate resistance"
"1375",1375,617,0,0,0,1,1,0,2015,"modsev_fire",0,"never high sev",32,"Moderate resistance"
"1376",1376,619,0,0,0,1,0,0,1983,"mech_under",4.33,"never high sev",1983,"No resistance"
"1377",1377,624,0,0,0,1,1,0,2021,"modsev_fire",0.03,"never high sev",37,"Moderate resistance"
"1378",1378,628,0,0,0,1,1,0,2015,"modsev_fire",1.42,"never high sev",31,"Moderate resistance"
"1379",1379,630,0,0,0,1,0,0,1984,"mech_under",0.09,"never high sev",1984,"No resistance"
"1380",1380,654,0,0,0,1,1,0,2015,"modsev_fire",5.71,"never high sev",30,"Moderate resistance"
"1381",1381,659,0,0,0,1,1,0,2017,"modsev_fire",1.45,"never high sev",32,"Moderate resistance"
"1382",1382,662,0,0,0,1,0,0,1985,"mech_under",1.21,"never high sev",1985,"No resistance"
"1383",1383,692,0,0,0,1,1,0,2021,"modsev_fire",0.05,"never high sev",35,"Moderate resistance"
"1384",1384,702,0,0,0,1,1,0,2015,"modsev_fire",3.24,"never high sev",29,"Moderate resistance"
"1385",1385,705,0,0,0,1,1,0,2017,"modsev_fire",3.96,"never high sev",31,"Moderate resistance"
"1386",1386,708,0,0,0,1,0,0,1986,"mech_under",1.72,"never high sev",1986,"No resistance"
"1387",1387,714,0,0,0,2,1,0,2020,"modsev_fire",0.03,"never high sev",33,"Moderate resistance"
"1388",1388,722,0,0,0,2,1,0,2020,"modsev_fire",1.12,"never high sev",33,"Moderate resistance"
"1389",1389,723,0,0,0,2,1,0,2020,"modsev_fire",0.02,"never high sev",33,"Moderate resistance"
"1390",1390,724,0,0,0,1,1,0,2020,"modsev_fire",0.28,"never high sev",33,"Moderate resistance"
"1391",1391,733,0,0,0,2,1,0,2020,"modsev_fire",0.04,"never high sev",33,"Moderate resistance"
"1392",1392,734,0,0,0,2,1,0,2020,"modsev_fire",0.19,"never high sev",33,"Moderate resistance"
"1393",1393,739,0,0,0,2,1,0,2020,"modsev_fire",0.01,"never high sev",33,"Moderate resistance"
"1394",1394,742,0,0,0,2,1,0,2020,"modsev_fire",0.04,"never high sev",33,"Moderate resistance"
"1395",1395,751,0,0,0,2,1,0,2020,"modsev_fire",2.58,"never high sev",33,"Moderate resistance"
"1396",1396,754,0,0,0,2,1,0,2020,"modsev_fire",1.03,"never high sev",33,"Moderate resistance"
"1397",1397,762,0,0,0,2,1,0,2020,"modsev_fire",2.23,"never high sev",33,"Moderate resistance"
"1398",1398,768,0,0,0,2,1,0,2020,"modsev_fire",0.52,"never high sev",33,"Moderate resistance"
"1399",1399,772,0,0,0,1,1,0,2021,"modsev_fire",3.85,"never high sev",34,"Moderate resistance"
"1400",1400,782,0,0,0,1,1,0,2017,"modsev_fire",11.55,"never high sev",30,"Moderate resistance"
"1401",1401,789,0,0,0,1,1,0,2021,"modsev_fire",6.9,"never high sev",33,"Moderate resistance"
"1402",1402,805,0,0,0,2,0,0,1989,"mech_under",0.03,"never high sev",25,"No resistance"
"1403",1403,806,0,0,0,2,1,0,2020,"modsev_fire",0.11,"never high sev",31,"Moderate resistance"
"1404",1404,809,0,0,0,2,1,0,2020,"modsev_fire",0.37,"never high sev",31,"Moderate resistance"
"1405",1405,810,0,0,0,2,0,0,1989,"mech_under",0.57,"never high sev",29,"No resistance"
"1406",1406,811,0,0,0,3,0,0,1989,"mech_under",0.1,"never high sev",24,"No resistance"
"1407",1407,814,0,0,0,2,1,0,2020,"modsev_fire",0.06,"never high sev",31,"Moderate resistance"
"1408",1408,815,0,0,0,3,0,0,1989,"mech_under",0.83,"never high sev",28,"No resistance"
"1409",1409,817,0,0,0,2,0,0,1989,"mech_under",1.47,"never high sev",24,"No resistance"
"1410",1410,819,0,0,0,2,0,0,1989,"mech_under",0.01,"never high sev",28,"No resistance"
"1411",1411,822,0,0,0,1,1,0,2020,"modsev_fire",1.28,"never high sev",31,"Moderate resistance"
"1412",1412,829,0,0,0,1,1,0,2017,"modsev_fire",1.2,"never high sev",28,"Moderate resistance"
"1413",1413,830,0,0,0,1,0,0,1989,"mech_under",0.28,"never high sev",1989,"No resistance"
"1414",1414,839,0,0,0,2,1,0,2020,"modsev_fire",0.17,"never high sev",30,"Moderate resistance"
"1415",1415,846,0,0,0,2,0,0,1990,"mech_under",0.05,"never high sev",19,"No resistance"
"1416",1416,850,0,0,0,2,1,0,2020,"modsev_fire",0.7,"never high sev",30,"Moderate resistance"
"1417",1417,851,0,0,0,2,1,0,2020,"modsev_fire",0.75,"never high sev",30,"Moderate resistance"
"1418",1418,860,0,0,0,2,1,0,2020,"modsev_fire",0.02,"never high sev",30,"Moderate resistance"
"1419",1419,869,0,0,0,2,1,0,2020,"modsev_fire",1.99,"never high sev",30,"Moderate resistance"
"1420",1420,875,0,0,0,1,1,0,2020,"modsev_fire",0.01,"never high sev",30,"Moderate resistance"
"1421",1421,880,0,0,0,1,0,0,1990,"mech_under",0,"never high sev",1990,"No resistance"
"1422",1422,886,0,0,0,1,1,0,2018,"modsev_fire",1.45,"never high sev",27,"Moderate resistance"
"1423",1423,889,0,0,0,1,0,0,1991,"mech_under",0.26,"never high sev",1991,"No resistance"
"1424",1424,894,0,0,0,1,1,0,2016,"modsev_fire",0.03,"never high sev",24,"Moderate resistance"
"1425",1425,896,0,0,0,2,1,0,2020,"modsev_fire",0.65,"never high sev",28,"Moderate resistance"
"1426",1426,901,0,0,0,2,0,0,1992,"mech_under",0.21,"never high sev",39,"No resistance"
"1427",1427,902,0,0,0,2,1,0,2020,"modsev_fire",0.23,"never high sev",28,"Moderate resistance"
"1428",1428,909,0,0,0,3,0,0,1992,"mech_under",0.05,"never high sev",30,"No resistance"
"1429",1429,911,0,0,0,2,1,0,2020,"modsev_fire",0.06,"never high sev",28,"Moderate resistance"
"1430",1430,914,0,0,0,2,1,0,2020,"modsev_fire",0.08,"never high sev",28,"Moderate resistance"
"1431",1431,915,0,0,0,1,1,0,2020,"modsev_fire",0.76,"never high sev",28,"Moderate resistance"
"1432",1432,917,0,0,0,2,1,0,2020,"modsev_fire",0.32,"never high sev",28,"Moderate resistance"
"1433",1433,919,0,0,0,2,1,0,2020,"modsev_fire",0.3,"never high sev",28,"Moderate resistance"
"1434",1434,928,0,0,0,2,1,0,2020,"modsev_fire",0.06,"never high sev",28,"Moderate resistance"
"1435",1435,929,0,0,0,2,1,0,2020,"modsev_fire",0.14,"never high sev",28,"Moderate resistance"
"1436",1436,937,0,0,0,1,1,0,2018,"modsev_fire",0.12,"never high sev",26,"Moderate resistance"
"1437",1437,941,0,0,0,2,1,0,2020,"modsev_fire",0.07,"never high sev",28,"Moderate resistance"
"1438",1438,942,0,0,0,2,1,0,2020,"modsev_fire",0.01,"never high sev",28,"Moderate resistance"
"1439",1439,944,0,0,0,3,0,0,1992,"mech_under",0.26,"never high sev",23,"No resistance"
"1440",1440,945,0,0,0,2,0,0,1992,"mech_under",0.05,"never high sev",1,"No resistance"
"1441",1441,948,0,0,0,2,0,0,1992,"mech_under",1,"never high sev",23,"No resistance"
"1442",1442,950,0,0,0,2,1,0,2020,"modsev_fire",0.53,"never high sev",28,"Moderate resistance"
"1443",1443,954,0,0,0,1,0,0,1992,"mech_under",1.27,"never high sev",1992,"No resistance"
"1444",1444,977,0,0,0,2,1,0,2020,"modsev_fire",0.3,"never high sev",27,"Moderate resistance"
"1445",1445,983,0,0,0,2,1,0,2020,"modsev_fire",0.28,"never high sev",27,"Moderate resistance"
"1446",1446,987,0,0,0,2,1,0,2020,"modsev_fire",0.02,"never high sev",27,"Moderate resistance"
"1447",1447,989,0,0,0,2,1,0,2020,"modsev_fire",0.01,"never high sev",27,"Moderate resistance"
"1448",1448,993,0,0,0,2,1,0,2020,"modsev_fire",0.1,"never high sev",27,"Moderate resistance"
"1449",1449,998,0,0,0,2,1,0,2020,"modsev_fire",0.37,"never high sev",27,"Moderate resistance"
"1450",1450,1000,0,0,0,3,0,0,1993,"mech_under",0.07,"never high sev",40,"No resistance"
"1451",1451,1005,0,0,0,1,1,0,2020,"modsev_fire",2.87,"never high sev",27,"Moderate resistance"
"1452",1452,1017,0,0,0,2,1,0,2020,"modsev_fire",0.03,"never high sev",27,"Moderate resistance"
"1453",1453,1018,0,0,0,2,1,0,2020,"modsev_fire",0.4,"never high sev",27,"Moderate resistance"
"1454",1454,1021,0,0,0,2,1,0,2020,"modsev_fire",0.48,"never high sev",27,"Moderate resistance"
"1455",1455,1028,0,0,0,2,1,0,2020,"modsev_fire",0.14,"never high sev",27,"Moderate resistance"
"1456",1456,1033,0,0,0,1,0,0,1993,"mech_under",0.94,"never high sev",1993,"No resistance"
"1457",1457,1051,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",26,"Moderate resistance"
"1458",1458,1055,0,0,0,3,0,0,1994,"mech_under",0.15,"never high sev",4,"No resistance"
"1459",1459,1059,0,0,0,2,1,0,2020,"modsev_fire",1.26,"never high sev",26,"Moderate resistance"
"1460",1460,1065,0,0,0,2,1,0,2020,"modsev_fire",1.78,"never high sev",26,"Moderate resistance"
"1461",1461,1067,0,0,0,2,1,0,2020,"modsev_fire",1.19,"never high sev",26,"Moderate resistance"
"1462",1462,1071,0,0,0,2,0,0,1994,"mech_under",0.15,"never high sev",1,"No resistance"
"1463",1463,1072,0,0,0,2,1,0,2020,"modsev_fire",0.25,"never high sev",26,"Moderate resistance"
"1464",1464,1074,0,0,0,2,1,0,2020,"modsev_fire",0.81,"never high sev",26,"Moderate resistance"
"1465",1465,1084,0,0,0,2,0,0,1994,"mech_under",0.04,"never high sev",27,"No resistance"
"1466",1466,1097,0,0,0,2,1,0,2020,"modsev_fire",0.04,"never high sev",26,"Moderate resistance"
"1467",1467,1098,0,0,0,2,1,0,2020,"modsev_fire",0.11,"never high sev",26,"Moderate resistance"
"1468",1468,1109,0,0,0,2,1,0,2018,"modsev_fire",0.62,"never high sev",24,"Moderate resistance"
"1469",1469,1112,0,0,0,2,1,0,2020,"modsev_fire",0.1,"never high sev",26,"Moderate resistance"
"1470",1470,1114,0,0,0,2,1,0,2020,"modsev_fire",0.03,"never high sev",26,"Moderate resistance"
"1471",1471,1116,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",26,"Moderate resistance"
"1472",1472,1118,0,0,0,1,1,0,2020,"modsev_fire",1.55,"never high sev",26,"Moderate resistance"
"1473",1473,1124,0,0,0,2,1,0,2020,"modsev_fire",0.26,"never high sev",26,"Moderate resistance"
"1474",1474,1127,0,0,0,2,1,0,2020,"modsev_fire",1.6,"never high sev",26,"Moderate resistance"
"1475",1475,1130,0,0,0,2,1,0,2020,"modsev_fire",0.05,"never high sev",26,"Moderate resistance"
"1476",1476,1137,0,0,0,3,0,0,1994,"mech_under",0.05,"never high sev",2,"No resistance"
"1477",1477,1140,0,0,0,3,0,0,1994,"mech_under",0.05,"never high sev",2,"No resistance"
"1478",1478,1149,0,0,0,2,1,0,2020,"modsev_fire",0.32,"never high sev",26,"Moderate resistance"
"1479",1479,1162,0,0,0,2,1,0,2020,"modsev_fire",0.17,"never high sev",26,"Moderate resistance"
"1480",1480,1167,0,0,0,2,1,0,2020,"modsev_fire",0.36,"never high sev",26,"Moderate resistance"
"1481",1481,1171,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",26,"Moderate resistance"
"1482",1482,1172,0,0,0,2,1,0,2020,"modsev_fire",0.81,"never high sev",26,"Moderate resistance"
"1483",1483,1176,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",26,"Moderate resistance"
"1484",1484,1179,0,0,0,2,1,0,2020,"modsev_fire",0.84,"never high sev",26,"Moderate resistance"
"1485",1485,1182,0,0,0,1,1,0,2018,"modsev_fire",0.49,"never high sev",24,"Moderate resistance"
"1486",1486,1189,0,0,0,2,1,0,2020,"modsev_fire",0.78,"never high sev",26,"Moderate resistance"
"1487",1487,1190,0,0,0,1,0,0,1994,"mech_under",0.33,"never high sev",1994,"No resistance"
"1488",1488,1214,0,0,0,1,1,0,2021,"modsev_fire",0.07,"never high sev",24,"Moderate resistance"
"1489",1489,1221,0,0,0,1,0,0,1997,"mech_under",0.24,"never high sev",1997,"No resistance"
"1490",1490,1286,0,0,0,1,1,0,2021,"modsev_fire",3.9,"never high sev",20,"Moderate resistance"
"1491",1491,1289,0,0,0,1,0,0,2001,"mech_under",30.58,"never high sev",2001,"No resistance"
"1492",1492,1310,0,0,0,2,1,0,2020,"modsev_fire",0.1,"never high sev",18,"Moderate resistance"
"1493",1493,1314,0,0,0,2,1,0,2020,"modsev_fire",7.14,"never high sev",18,"Moderate resistance"
"1494",1494,1315,0,0,0,2,0,0,2002,"mech_under",1.7,"never high sev",41,"No resistance"
"1495",1495,1321,0,0,0,3,0,0,2002,"mech_under",0.01,"never high sev",12,"No resistance"
"1496",1496,1323,0,0,0,3,0,0,2002,"mech_under",0.84,"never high sev",12,"No resistance"
"1497",1497,1325,0,0,0,3,0,0,2002,"mech_under",0,"never high sev",41,"No resistance"
"1498",1498,1328,0,0,0,2,0,0,2002,"mech_under",0.14,"never high sev",37,"No resistance"
"1499",1499,1329,0,0,0,2,1,0,2020,"modsev_fire",1.07,"never high sev",18,"Moderate resistance"
"1500",1500,1334,0,0,0,3,0,0,2002,"mech_under",0.07,"never high sev",8,"No resistance"
"1501",1501,1340,0,0,0,3,0,0,2002,"mech_under",0.03,"never high sev",13,"No resistance"
"1502",1502,1341,0,0,0,3,0,0,2002,"mech_under",0.23,"never high sev",37,"No resistance"
"1503",1503,1343,0,0,0,3,0,0,2002,"mech_under",1.13,"never high sev",13,"No resistance"
"1504",1504,1345,0,0,0,2,1,0,2020,"modsev_fire",3.11,"never high sev",18,"Moderate resistance"
"1505",1505,1349,0,0,0,2,1,0,2020,"modsev_fire",0.48,"never high sev",18,"Moderate resistance"
"1506",1506,1354,0,0,0,2,1,0,2020,"modsev_fire",0.02,"never high sev",18,"Moderate resistance"
"1507",1507,1357,0,0,0,2,1,0,2020,"modsev_fire",0.53,"never high sev",18,"Moderate resistance"
"1508",1508,1359,0,0,0,3,0,0,2002,"mech_under",0,"never high sev",35,"No resistance"
"1509",1509,1360,0,0,0,2,1,0,2020,"modsev_fire",0.44,"never high sev",18,"Moderate resistance"
"1510",1510,1362,0,0,0,3,0,0,2002,"mech_under",0.07,"never high sev",8,"No resistance"
"1511",1511,1373,0,0,0,1,1,0,2020,"modsev_fire",17.46,"never high sev",18,"Moderate resistance"
"1512",1512,1383,0,0,0,2,1,0,2020,"modsev_fire",6.21,"never high sev",18,"Moderate resistance"
"1513",1513,1385,0,0,0,2,1,0,2020,"modsev_fire",4.26,"never high sev",18,"Moderate resistance"
"1514",1514,1390,0,0,0,2,1,0,2020,"modsev_fire",3.17,"never high sev",18,"Moderate resistance"
"1515",1515,1391,0,0,0,2,1,0,2020,"modsev_fire",1.51,"never high sev",18,"Moderate resistance"
"1516",1516,1393,0,0,0,2,1,0,2020,"modsev_fire",0.15,"never high sev",18,"Moderate resistance"
"1517",1517,1394,0,0,0,1,0,0,2002,"mech_under",0.1,"never high sev",2002,"No resistance"
"1518",1518,1537,0,0,0,1,0,1,2004,"rx_pile",0,"never high sev",1,"No resistance"
"1519",1519,1675,0,0,0,2,1,0,2021,"modsev_fire",0,"never high sev",14,"High resistance"
"1520",1520,1677,0,0,0,1,1,0,2020,"modsev_fire",0.31,"never high sev",13,"High resistance"
"1521",1521,1681,0,0,0,1,1,0,2021,"modsev_fire",3.47,"never high sev",14,"High resistance"
"1522",1522,1688,0,0,0,1,1,0,2017,"modsev_fire",0.01,"never high sev",10,"High resistance"
"1523",1523,1689,0,0,0,1,0,0,2007,"mech_under",0.54,"never high sev",2007,"No resistance"
"1524",1524,1690,0,0,0,1,1,0,2020,"modsev_fire",0.18,"never high sev",12,"High resistance"
"1525",1525,1707,0,0,0,1,0,2,2008,"rx_pile",0.05,"never high sev",2,"No resistance"
"1526",1526,1708,0,0,0,1,0,2,2008,"rx_pile",0.85,"never high sev",2,"No resistance"
"1527",1527,1746,0,0,0,1,1,0,2020,"modsev_fire",8.1,"never high sev",11,"High resistance"
"1528",1528,1752,0,0,0,1,0,0,2009,"mech_under",4.74,"never high sev",2009,"No resistance"
"1529",1529,1898,0,0,0,1,1,1,2020,"modsev_fire",0.14,"never high sev",9,"High resistance"
"1530",1530,1909,0,0,0,1,1,1,2020,"modsev_fire",1.61,"never high sev",9,"High resistance"
"1531",1531,1941,0,0,0,1,1,1,2021,"modsev_fire",0,"never high sev",10,"High resistance"
"1532",1532,1957,0,0,0,1,1,1,2017,"modsev_fire",0,"never high sev",6,"High resistance"
"1533",1533,1974,0,0,0,1,0,2,2011,"rx_pile",0,"never high sev",1,"High resistance"
"1534",1534,1975,0,0,0,1,0,2,2011,"rx_pile",2.39,"never high sev",1,"High resistance"
"1535",1535,1977,0,0,0,1,0,2,2011,"rx_pile",0.02,"never high sev",1,"High resistance"
"1536",1536,2140,0,0,0,2,1,0,2020,"modsev_fire",0.36,"never high sev",8,"High resistance"
"1537",1537,2145,0,0,0,3,0,0,2012,"mech_under",0.04,"never high sev",23,"Low resistance"
"1538",1538,2146,0,0,0,3,0,0,2012,"mech_under",1,"never high sev",23,"Low resistance"
"1539",1539,2152,0,0,0,2,1,0,2020,"modsev_fire",0.42,"never high sev",8,"High resistance"
"1540",1540,2167,0,0,0,2,1,0,2020,"modsev_fire",0.21,"never high sev",8,"High resistance"
"1541",1541,2171,0,0,0,2,1,0,2020,"modsev_fire",0.01,"never high sev",8,"High resistance"
"1542",1542,2177,0,0,0,2,0,0,2012,"mech_under",0.61,"never high sev",23,"Low resistance"
"1543",1543,2180,0,0,0,1,1,0,2020,"modsev_fire",1,"never high sev",8,"High resistance"
"1544",1544,2188,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1545",1545,2193,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1546",1546,2194,0,0,0,2,1,0,2020,"modsev_fire",0.12,"never high sev",8,"High resistance"
"1547",1547,2198,0,0,0,3,0,0,2012,"mech_under",0.21,"never high sev",20,"Low resistance"
"1548",1548,2199,0,0,0,3,0,0,2012,"mech_under",0.46,"never high sev",18,"Low resistance"
"1549",1549,2206,0,0,0,3,0,0,2012,"mech_under",0.25,"never high sev",43,"Low resistance"
"1550",1550,2207,0,0,0,2,1,0,2020,"modsev_fire",0.27,"never high sev",8,"High resistance"
"1551",1551,2209,0,0,0,2,0,0,2012,"mech_under",0.84,"never high sev",43,"Low resistance"
"1552",1552,2210,0,0,0,3,0,0,2012,"mech_under",0,"never high sev",18,"Low resistance"
"1553",1553,2212,0,0,0,3,0,0,2012,"mech_under",0.13,"never high sev",20,"Low resistance"
"1554",1554,2213,0,0,0,3,0,0,2012,"mech_under",0.15,"never high sev",18,"Low resistance"
"1555",1555,2215,0,0,0,2,1,0,2020,"modsev_fire",0.02,"never high sev",8,"High resistance"
"1556",1556,2220,0,0,0,2,1,0,2020,"modsev_fire",0.35,"never high sev",8,"High resistance"
"1557",1557,2225,0,0,0,2,1,0,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1558",1558,2226,0,0,0,2,1,0,2020,"modsev_fire",0.01,"never high sev",8,"High resistance"
"1559",1559,2228,0,0,0,2,1,0,2020,"modsev_fire",0.17,"never high sev",8,"High resistance"
"1560",1560,2234,0,0,0,1,1,0,2017,"modsev_fire",33.44,"never high sev",5,"High resistance"
"1561",1561,2237,0,0,0,1,0,0,2012,"mech_under",4.69,"never high sev",2012,"Low resistance"
"1562",1562,2238,0,0,0,1,0,1,2012,"rx_pile",0,"never high sev",23,"Moderate resistance"
"1563",1563,2239,0,0,0,1,0,1,2012,"rx_pile",0,"never high sev",10,"High resistance"
"1564",1564,2247,0,0,0,1,1,1,2020,"modsev_fire",0.01,"never high sev",8,"High resistance"
"1565",1565,2248,0,0,0,1,0,1,2012,"rx_pile",0.02,"never high sev",22,"Moderate resistance"
"1566",1566,2251,0,0,0,1,1,1,2020,"modsev_fire",0.02,"never high sev",8,"High resistance"
"1567",1567,2254,0,0,0,1,1,1,2020,"modsev_fire",0.11,"never high sev",8,"High resistance"
"1568",1568,2255,0,0,0,2,0,1,2012,"rx_pile",0.09,"never high sev",18,"Moderate resistance"
"1569",1569,2257,0,0,0,2,0,1,2012,"rx_pile",0.02,"never high sev",22,"Moderate resistance"
"1570",1570,2260,0,0,0,2,0,1,2012,"rx_pile",0.13,"never high sev",22,"Moderate resistance"
"1571",1571,2262,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1572",1572,2265,0,0,0,2,0,1,2012,"rx_pile",0.05,"never high sev",18,"Moderate resistance"
"1573",1573,2266,0,0,0,2,0,1,2012,"rx_pile",0.02,"never high sev",18,"Moderate resistance"
"1574",1574,2275,0,0,0,1,1,1,2020,"modsev_fire",0.69,"never high sev",8,"High resistance"
"1575",1575,2277,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1576",1576,2280,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",23,"Moderate resistance"
"1577",1577,2303,0,0,0,2,0,1,2012,"rx_pile",0.09,"never high sev",29,"Moderate resistance"
"1578",1578,2305,0,0,0,1,0,1,2012,"rx_pile",0.03,"never high sev",41,"Moderate resistance"
"1579",1579,2324,0,0,0,1,0,1,2012,"rx_pile",0.01,"never high sev",19,"Moderate resistance"
"1580",1580,2328,0,0,0,1,1,1,2020,"modsev_fire",0.08,"never high sev",8,"High resistance"
"1581",1581,2330,0,0,0,1,0,1,2012,"rx_pile",0.06,"never high sev",59,"Moderate resistance"
"1582",1582,2332,0,0,0,1,1,1,2020,"modsev_fire",0.1,"never high sev",8,"High resistance"
"1583",1583,2334,0,0,0,1,1,1,2020,"modsev_fire",0.61,"never high sev",8,"High resistance"
"1584",1584,2335,0,0,0,1,1,1,2020,"modsev_fire",0.44,"never high sev",8,"High resistance"
"1585",1585,2338,0,0,0,1,0,1,2012,"rx_pile",0.05,"never high sev",60,"Moderate resistance"
"1586",1586,2348,0,0,0,1,1,1,2020,"modsev_fire",0.8,"never high sev",8,"High resistance"
"1587",1587,2351,0,0,0,1,0,1,2012,"rx_pile",0,"never high sev",18,"Moderate resistance"
"1588",1588,2359,0,0,0,1,1,1,2020,"modsev_fire",0.16,"never high sev",8,"High resistance"
"1589",1589,2366,0,0,0,1,0,1,2012,"rx_pile",1.19,"never high sev",52,"Moderate resistance"
"1590",1590,2369,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1591",1591,2371,0,0,0,2,0,1,2012,"rx_pile",0.03,"never high sev",47,"Moderate resistance"
"1592",1592,2373,0,0,0,2,0,1,2012,"rx_pile",0.05,"never high sev",10,"High resistance"
"1593",1593,2377,0,0,0,2,0,1,2012,"rx_pile",0.48,"never high sev",10,"High resistance"
"1594",1594,2378,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1595",1595,2382,0,0,0,1,1,1,2020,"modsev_fire",0.13,"never high sev",8,"High resistance"
"1596",1596,2386,0,0,0,1,1,1,2020,"modsev_fire",0.06,"never high sev",8,"High resistance"
"1597",1597,2387,0,0,0,2,0,1,2012,"rx_pile",0.01,"never high sev",23,"Moderate resistance"
"1598",1598,2388,0,0,0,1,0,1,2012,"rx_pile",0.04,"never high sev",47,"Moderate resistance"
"1599",1599,2394,0,0,0,2,0,1,2012,"rx_pile",0.32,"never high sev",50,"Moderate resistance"
"1600",1600,2395,0,0,0,1,1,1,2020,"modsev_fire",0.03,"never high sev",8,"High resistance"
"1601",1601,2400,0,0,0,1,1,1,2020,"modsev_fire",0.32,"never high sev",8,"High resistance"
"1602",1602,2408,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",29,"Moderate resistance"
"1603",1603,2409,0,0,0,2,0,1,2012,"rx_pile",0.04,"never high sev",18,"Moderate resistance"
"1604",1604,2413,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",20,"Moderate resistance"
"1605",1605,2414,0,0,0,2,0,1,2012,"rx_pile",0.32,"never high sev",50,"Moderate resistance"
"1606",1606,2415,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1607",1607,2417,0,0,0,1,1,1,2020,"modsev_fire",0.03,"never high sev",8,"High resistance"
"1608",1608,2424,0,0,0,2,0,1,2012,"rx_pile",0.03,"never high sev",10,"High resistance"
"1609",1609,2428,0,0,0,2,0,1,2012,"rx_pile",0.35,"never high sev",23,"Moderate resistance"
"1610",1610,2429,0,0,0,2,0,1,2012,"rx_pile",0.02,"never high sev",51,"Moderate resistance"
"1611",1611,2433,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",23,"Moderate resistance"
"1612",1612,2434,0,0,0,2,0,1,2012,"rx_pile",0.01,"never high sev",47,"Moderate resistance"
"1613",1613,2436,0,0,0,2,0,1,2012,"rx_pile",0.38,"never high sev",10,"High resistance"
"1614",1614,2439,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",10,"High resistance"
"1615",1615,2440,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",10,"High resistance"
"1616",1616,2444,0,0,0,2,0,1,2012,"rx_pile",0.01,"never high sev",10,"High resistance"
"1617",1617,2446,0,0,0,1,1,1,2020,"modsev_fire",1,"never high sev",8,"High resistance"
"1618",1618,2447,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1619",1619,2461,0,0,0,1,1,1,2020,"modsev_fire",0.83,"never high sev",8,"High resistance"
"1620",1620,2462,0,0,0,1,1,1,2020,"modsev_fire",0.01,"never high sev",8,"High resistance"
"1621",1621,2470,0,0,0,2,0,1,2012,"rx_pile",0,"never high sev",20,"Moderate resistance"
"1622",1622,2471,0,0,0,1,1,1,2020,"modsev_fire",0,"never high sev",8,"High resistance"
"1623",1623,2473,0,0,0,1,0,1,2012,"rx_pile",0.79,"never high sev",50,"Moderate resistance"
"1624",1624,2474,0,0,0,1,1,1,2020,"modsev_fire",0.01,"never high sev",8,"High resistance"
"1625",1625,2485,0,0,0,1,0,1,2012,"rx_pile",0.07,"never high sev",29,"Moderate resistance"
"1626",1626,2588,0,0,0,1,1,1,2021,"modsev_fire",0,"never high sev",9,"High resistance"
"1627",1627,2589,0,0,0,1,0,1,2012,"rx_pile",0.8,"never high sev",11,"High resistance"
