"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_trt","area_ha","ever.high","diff.1.to.2","resist_class"
"1766",1766,1233,0,0,0,2,1,0,2020,5.03,NA,18,"Moderate resistance"
"1767",1767,1238,0,0,0,2,1,0,2020,3.14,NA,18,"Moderate resistance"
"1768",1768,1240,0,0,0,1,0,0,2002,1.26,NA,2002,"Faded resistance"
"1769",1769,1373,0,0,0,1,0,1,2004,0,NA,1,"Faded resistance"
"1770",1770,1415,0,0,0,1,1,0,2020,0,NA,14,"High resistance"
"1771",1771,1421,0,0,0,1,0,0,2006,0,NA,2006,"Faded resistance"
"1772",1772,1498,0,0,0,1,1,0,2020,0.29,NA,13,"High resistance"
"1773",1773,1505,0,0,0,1,1,0,2021,2.1,NA,14,"High resistance"
"1774",1774,1506,0,0,0,1,1,0,2021,0,NA,14,"High resistance"
"1775",1775,1509,0,0,0,2,0,0,2007,0.02,NA,21,"Faded resistance"
"1776",1776,1510,0,0,0,1,0,0,2007,0.9,NA,2007,"Faded resistance"
"1777",1777,1511,0,0,0,1,1,0,2020,0.29,NA,12,"High resistance"
"1778",1778,1518,0,0,0,1,0,2,2008,0.05,NA,2,"Faded resistance"
"1779",1779,1519,0,0,0,1,0,2,2008,0.85,NA,2,"Faded resistance"
"1780",1780,1564,0,0,0,1,1,0,2020,2.84,NA,11,"High resistance"
"1781",1781,1571,0,0,0,2,0,1,2009,0,NA,3,"Faded resistance"
"1782",1782,1572,0,0,0,1,0,0,2009,11.52,NA,2009,"Faded resistance"
"1783",1783,1574,0,0,0,1,1,1,2020,0,NA,11,"High resistance"
"1784",1784,1604,0,0,0,2,0,0,2010,0,NA,3,"Low resistance"
"1785",1785,1607,0,0,0,1,0,0,2010,0,NA,2010,"Low resistance"
"1786",1786,1609,0,0,0,1,1,1,2017,0,NA,7,"High resistance"
"1787",1787,1612,0,0,0,1,0,1,2010,0,NA,1,"High resistance"
"1788",1788,1672,0,0,0,1,1,1,2020,0.02,NA,9,"High resistance"
"1789",1789,1674,0,0,0,1,1,1,2020,0,NA,9,"High resistance"
"1790",1790,1676,0,0,0,1,1,1,2020,0,NA,9,"High resistance"
"1791",1791,1679,0,0,0,1,1,1,2020,0.77,NA,9,"High resistance"
"1792",1792,1681,0,0,0,2,0,1,2011,0,NA,2,"High resistance"
"1793",1793,1691,0,0,0,1,1,0,2020,0,NA,9,"High resistance"
"1794",1794,1693,0,0,0,1,1,1,2021,0,NA,10,"High resistance"
"1795",1795,1720,0,0,0,1,1,1,2017,0,NA,6,"High resistance"
"1796",1796,1722,0,0,0,1,0,2,2011,0,NA,1,"High resistance"
"1797",1797,1723,0,0,0,1,0,2,2011,2.39,NA,1,"High resistance"
"1798",1798,1724,0,0,0,1,0,2,2011,0.02,NA,1,"High resistance"
"1799",1799,1873,0,0,0,2,0,0,2012,1.24,NA,23,"Moderate resistance"
"1800",1800,1874,0,0,0,3,0,0,2012,0,NA,41,"Moderate resistance"
"1801",1801,1879,0,0,0,3,0,0,2012,0.35,NA,19,"Moderate resistance"
"1802",1802,1880,0,0,0,2,1,0,2020,0,NA,8,"High resistance"
"1803",1803,1883,0,0,0,2,1,0,2020,0.14,NA,8,"High resistance"
"1804",1804,1885,0,0,0,3,0,0,2012,0,NA,19,"Moderate resistance"
"1805",1805,1887,0,0,0,2,1,0,2020,0.06,NA,8,"High resistance"
"1806",1806,1899,0,0,0,2,1,0,2020,0.37,NA,8,"High resistance"
"1807",1807,1901,0,0,0,3,0,0,2012,0,NA,23,"Moderate resistance"
"1808",1808,1902,0,0,0,2,0,0,2012,0,NA,48,"Moderate resistance"
"1809",1809,1904,0,0,0,3,0,0,2012,0.09,NA,23,"Moderate resistance"
"1810",1810,1906,0,0,0,3,0,0,2012,1.98,NA,23,"Moderate resistance"
"1811",1811,1908,0,0,0,3,0,0,2012,0,NA,29,"Moderate resistance"
"1812",1812,1909,0,0,0,2,0,0,2012,0,NA,41,"Moderate resistance"
"1813",1813,1914,0,0,0,2,0,0,2012,1.39,NA,19,"Moderate resistance"
"1814",1814,1919,0,0,0,2,0,0,2012,0,NA,59,"Moderate resistance"
"1815",1815,1923,0,0,0,1,1,0,2020,0.96,NA,8,"High resistance"
"1816",1816,1925,0,0,0,1,1,0,2020,0,NA,8,"High resistance"
"1817",1817,1931,0,0,0,3,0,0,2012,0.24,NA,43,"Moderate resistance"
"1818",1818,1933,0,0,0,3,0,0,2012,0.29,NA,20,"Moderate resistance"
"1819",1819,1936,0,0,0,3,0,0,2012,0.53,NA,18,"Moderate resistance"
"1820",1820,1944,0,0,0,3,0,0,2012,0.15,NA,18,"Moderate resistance"
"1821",1821,1945,0,0,0,3,0,0,2012,0.13,NA,20,"Moderate resistance"
"1822",1822,1947,0,0,0,2,1,0,2020,0,NA,8,"High resistance"
"1823",1823,1950,0,0,0,2,0,0,2012,1.24,NA,43,"Moderate resistance"
"1824",1824,1954,0,0,0,2,1,0,2020,0.13,NA,8,"High resistance"
"1825",1825,1959,0,0,0,2,1,0,2020,0.11,NA,8,"High resistance"
"1826",1826,1961,0,0,0,3,0,0,2012,0.29,NA,43,"Moderate resistance"
"1827",1827,1962,0,0,0,2,1,0,2020,0.19,NA,8,"High resistance"
"1828",1828,1966,0,0,0,2,0,0,2012,0,NA,29,"Moderate resistance"
"1829",1829,1971,0,0,0,1,1,0,2017,5.37,NA,5,"High resistance"
"1830",1830,1972,0,0,0,1,0,0,2012,11.32,NA,2012,"Low resistance"
"1831",1831,1978,0,0,0,1,0,1,2012,0,NA,48,"Moderate resistance"
"1832",1832,1979,0,0,0,2,0,1,2012,0,NA,23,"Moderate resistance"
"1833",1833,1980,0,0,0,2,0,1,2012,0,NA,23,"Moderate resistance"
"1834",1834,1984,0,0,0,2,0,1,2012,0,NA,23,"Moderate resistance"
"1835",1835,1988,0,0,0,2,0,1,2012,0,NA,23,"Moderate resistance"
"1836",1836,1989,0,0,0,2,0,1,2012,0,NA,23,"Moderate resistance"
"1837",1837,1996,0,0,0,2,0,1,2012,0.48,NA,29,"Moderate resistance"
"1838",1838,1998,0,0,0,2,0,1,2012,0.28,NA,22,"Moderate resistance"
"1839",1839,1999,0,0,0,2,0,1,2012,0.64,NA,22,"Moderate resistance"
"1840",1840,2006,0,0,0,1,0,1,2012,0,NA,10,"High resistance"
"1841",1841,2011,0,0,0,1,0,1,2012,0,NA,61,"Moderate resistance"
"1842",1842,2014,0,0,0,2,0,1,2012,0,NA,19,"Moderate resistance"
"1843",1843,2015,0,0,0,2,0,1,2012,0,NA,41,"Moderate resistance"
"1844",1844,2016,0,0,0,2,0,1,2012,0,NA,19,"Moderate resistance"
"1845",1845,2019,0,0,0,1,0,1,2012,0.03,NA,22,"Moderate resistance"
"1846",1846,2027,0,0,0,1,1,1,2020,0.71,NA,8,"High resistance"
"1847",1847,2029,0,0,0,2,0,1,2012,0,NA,18,"Moderate resistance"
"1848",1848,2030,0,0,0,1,1,1,2020,0.62,NA,8,"High resistance"
"1849",1849,2034,0,0,0,1,1,1,2020,0.03,NA,8,"High resistance"
"1850",1850,2043,0,0,0,2,0,1,2012,0.02,NA,22,"Moderate resistance"
"1851",1851,2045,0,0,0,2,0,1,2012,0,NA,22,"Moderate resistance"
"1852",1852,2047,0,0,0,2,0,1,2012,0,NA,10,"High resistance"
"1853",1853,2051,0,0,0,1,1,1,2020,0.11,NA,8,"High resistance"
"1854",1854,2055,0,0,0,2,0,1,2012,0.44,NA,10,"High resistance"
"1855",1855,2056,0,0,0,1,0,1,2012,0.48,NA,41,"Moderate resistance"
"1856",1856,2057,0,0,0,2,0,1,2012,0.24,NA,18,"Moderate resistance"
"1857",1857,2058,0,0,0,2,0,1,2012,0.21,NA,18,"Moderate resistance"
"1858",1858,2059,0,0,0,2,0,1,2012,0,NA,22,"Moderate resistance"
"1859",1859,2061,0,0,0,2,0,1,2012,0.09,NA,18,"Moderate resistance"
"1860",1860,2062,0,0,0,2,0,1,2012,0.12,NA,18,"Moderate resistance"
"1861",1861,2064,0,0,0,1,1,1,2020,0.01,NA,8,"High resistance"
"1862",1862,2070,0,0,0,1,0,1,2012,0.01,NA,19,"Moderate resistance"
"1863",1863,2072,0,0,0,2,0,1,2012,0,NA,41,"Moderate resistance"
"1864",1864,2078,0,0,0,2,0,1,2012,0.33,NA,29,"Moderate resistance"
"1865",1865,2081,0,0,0,2,0,1,2012,0,NA,59,"Moderate resistance"
"1866",1866,2082,0,0,0,1,0,1,2012,0.39,NA,59,"Moderate resistance"
"1867",1867,2085,0,0,0,1,1,1,2020,0.08,NA,8,"High resistance"
"1868",1868,2094,0,0,0,1,1,1,2020,0.07,NA,8,"High resistance"
"1869",1869,2095,0,0,0,1,1,1,2020,0,NA,8,"High resistance"
"1870",1870,2096,0,0,0,1,0,1,2012,0.25,NA,60,"Moderate resistance"
"1871",1871,2098,0,0,0,1,1,1,2020,0.16,NA,8,"High resistance"
"1872",1872,2102,0,0,0,2,0,1,2012,0.01,NA,20,"Moderate resistance"
"1873",1873,2103,0,0,0,1,0,1,2012,0.04,NA,18,"Moderate resistance"
"1874",1874,2107,0,0,0,2,0,1,2012,0.68,NA,50,"Moderate resistance"
"1875",1875,2109,0,0,0,2,0,1,2012,0,NA,29,"Moderate resistance"
"1876",1876,2111,0,0,0,2,0,1,2012,0.08,NA,20,"Moderate resistance"
"1877",1877,2112,0,0,0,1,1,1,2020,0,NA,8,"High resistance"
"1878",1878,2115,0,0,0,2,0,1,2012,0.1,NA,18,"Moderate resistance"
"1879",1879,2116,0,0,0,2,0,1,2012,0.02,NA,20,"Moderate resistance"
"1880",1880,2117,0,0,0,1,1,1,2020,0.5,NA,8,"High resistance"
"1881",1881,2120,0,0,0,1,1,1,2020,0.02,NA,8,"High resistance"
"1882",1882,2122,0,0,0,1,0,1,2012,0.15,NA,51,"Moderate resistance"
"1883",1883,2123,0,0,0,2,0,1,2012,0,NA,29,"Moderate resistance"
"1884",1884,2125,0,0,0,2,0,1,2012,0.52,NA,50,"Moderate resistance"
"1885",1885,2127,0,0,0,2,0,1,2012,0.01,NA,25,"Moderate resistance"
"1886",1886,2128,0,0,0,1,0,1,2012,0,NA,53,"Moderate resistance"
"1887",1887,2129,0,0,0,2,0,1,2012,0.03,NA,25,"Moderate resistance"
"1888",1888,2136,0,0,0,2,0,1,2012,0,NA,18,"Moderate resistance"
"1889",1889,2142,0,0,0,1,1,1,2020,0.13,NA,8,"High resistance"
"1890",1890,2145,0,0,0,1,1,1,2020,0.02,NA,8,"High resistance"
"1891",1891,2146,0,0,0,1,1,1,2020,1.38,NA,8,"High resistance"
"1892",1892,2149,0,0,0,2,0,1,2012,0,NA,25,"Moderate resistance"
"1893",1893,2152,0,0,0,1,0,1,2012,1.55,NA,50,"Moderate resistance"
"1894",1894,2163,0,0,0,2,0,1,2012,0.19,NA,20,"Moderate resistance"
"1895",1895,2168,0,0,0,2,0,1,2012,0,NA,45,"Moderate resistance"
"1896",1896,2169,0,0,0,2,0,1,2012,0,NA,45,"Moderate resistance"
"1897",1897,2170,0,0,0,2,0,1,2012,0.07,NA,45,"Moderate resistance"
"1898",1898,2173,0,0,0,2,0,1,2012,0.07,NA,47,"Moderate resistance"
"1899",1899,2174,0,0,0,1,0,1,2012,1.84,NA,52,"Moderate resistance"
"1900",1900,2175,0,0,0,2,0,1,2012,0.01,NA,47,"Moderate resistance"
"1901",1901,2176,0,0,0,2,0,1,2012,0.12,NA,51,"Moderate resistance"
"1902",1902,2179,0,0,0,2,0,1,2012,0.56,NA,10,"High resistance"
"1903",1903,2180,0,0,0,2,0,1,2012,0,NA,10,"High resistance"
"1904",1904,2181,0,0,0,2,0,1,2012,0,NA,10,"High resistance"
"1905",1905,2183,0,0,0,2,0,1,2012,0.04,NA,22,"Moderate resistance"
"1906",1906,2185,0,0,0,1,1,1,2020,0.06,NA,8,"High resistance"
"1907",1907,2187,0,0,0,1,0,1,2012,0.04,NA,47,"Moderate resistance"
"1908",1908,2189,0,0,0,2,0,1,2012,0.01,NA,23,"Moderate resistance"
"1909",1909,2192,0,0,0,2,0,1,2012,0.08,NA,47,"Moderate resistance"
"1910",1910,2193,0,0,0,2,0,1,2012,0.38,NA,23,"Moderate resistance"
"1911",1911,2194,0,0,0,2,0,1,2012,0.05,NA,23,"Moderate resistance"
"1912",1912,2196,0,0,0,2,0,1,2012,0.01,NA,23,"Moderate resistance"
"1913",1913,2198,0,0,0,2,0,1,2012,0,NA,10,"High resistance"
"1914",1914,2199,0,0,0,2,0,1,2012,0.1,NA,23,"Moderate resistance"
"1915",1915,2200,0,0,0,2,0,1,2012,0.39,NA,10,"High resistance"
"1916",1916,2201,0,0,0,2,0,1,2012,0.08,NA,10,"High resistance"
"1917",1917,2202,0,0,0,2,0,1,2012,0.18,NA,23,"Moderate resistance"
"1918",1918,2203,0,0,0,2,0,1,2012,0.01,NA,10,"High resistance"
"1919",1919,2213,0,0,0,1,0,1,2012,0.27,NA,29,"Moderate resistance"
"1920",1920,2289,0,0,0,1,0,1,2012,0.89,NA,11,"High resistance"
"1921",1921,2306,0,0,0,3,0,0,2013,0,NA,1,"Low resistance"
"1922",1922,2307,0,0,0,2,0,1,2013,0,NA,1,"High resistance"
"1923",1923,2310,0,0,0,2,1,0,2020,0.04,NA,7,"High resistance"
"1924",1924,2317,0,0,0,2,1,0,2020,0,NA,7,"High resistance"
"1925",1925,2320,0,0,0,2,1,0,2020,0.59,NA,7,"High resistance"
"1926",1926,2327,0,0,0,3,0,0,2013,0.17,NA,24,"Moderate resistance"
"1927",1927,2328,0,0,0,2,1,0,2020,1.85,NA,7,"High resistance"
"1928",1928,2330,0,0,0,3,0,0,2013,0.28,NA,24,"Moderate resistance"
"1929",1929,2331,0,0,0,2,0,0,2013,0.53,NA,49,"Moderate resistance"
"1930",1930,2333,0,0,0,2,0,1,2013,0.13,NA,1,"High resistance"
"1931",1931,2334,0,0,0,3,0,0,2013,0.04,NA,24,"Moderate resistance"
"1932",1932,2335,0,0,0,2,0,1,2013,0,NA,1,"High resistance"
"1933",1933,2336,0,0,0,2,0,1,2013,0,NA,1,"High resistance"
"1934",1934,2338,0,0,0,2,0,1,2013,1.94,NA,1,"High resistance"
"1935",1935,2339,0,0,0,2,0,1,2013,0,NA,1,"High resistance"
"1936",1936,2340,0,0,0,2,0,0,2013,10.56,NA,24,"Moderate resistance"
"1937",1937,2341,0,0,0,2,0,1,2013,0.34,NA,1,"High resistance"
"1938",1938,2342,0,0,0,2,0,1,2013,0.23,NA,1,"High resistance"
"1939",1939,2344,0,0,0,2,0,0,2013,0.01,NA,20,"Moderate resistance"
"1940",1940,2345,0,0,0,1,1,0,2020,0.39,NA,7,"High resistance"
"1941",1941,2350,0,0,0,1,0,1,2013,2.38,NA,1,"High resistance"
"1942",1942,2351,0,0,0,2,0,0,2013,1.87,NA,30,"Moderate resistance"
"1943",1943,2353,0,0,0,1,0,0,2013,18.13,NA,2013,"Low resistance"
"1944",1944,2355,0,0,0,1,1,1,2020,1.24,NA,7,"High resistance"
"1945",1945,2358,0,0,0,1,1,1,2020,0.08,NA,7,"High resistance"
"1946",1946,2359,0,0,0,2,0,1,2013,0.54,NA,1,"High resistance"
"1947",1947,2367,0,0,0,1,0,1,2013,0,NA,49,"Moderate resistance"
"1948",1948,2368,0,0,0,1,1,1,2020,0,NA,7,"High resistance"
"1949",1949,2369,0,0,0,2,0,1,2013,2.41,NA,1,"High resistance"
"1950",1950,2372,0,0,0,1,0,2,2013,0.08,NA,1,"High resistance"
"1951",1951,2376,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1952",1952,2380,0,0,0,2,0,1,2013,3.05,NA,1,"High resistance"
"1953",1953,2382,0,0,0,1,0,2,2013,0.74,NA,1,"High resistance"
"1954",1954,2383,0,0,0,1,0,2,2013,0.14,NA,1,"High resistance"
"1955",1955,2384,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1956",1956,2386,0,0,0,2,0,1,2013,5.64,NA,1,"High resistance"
"1957",1957,2387,0,0,0,2,0,1,2013,0,NA,1,"High resistance"
"1958",1958,2390,0,0,0,1,0,2,2013,0.85,NA,1,"High resistance"
"1959",1959,2391,0,0,0,1,0,2,2013,0.11,NA,1,"High resistance"
"1960",1960,2395,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1961",1961,2397,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1962",1962,2400,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1963",1963,2403,0,0,0,1,0,2,2013,0.03,NA,1,"High resistance"
"1964",1964,2404,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1965",1965,2405,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1966",1966,2410,0,0,0,2,0,1,2013,4.98,NA,1,"High resistance"
"1967",1967,2411,0,0,0,1,0,2,2013,0.51,NA,1,"High resistance"
"1968",1968,2412,0,0,0,1,0,2,2013,0,NA,1,"High resistance"
"1969",1969,2415,0,0,0,1,0,1,2013,0,NA,24,"Moderate resistance"
"1970",1970,2421,0,0,0,1,1,1,2020,0.23,NA,7,"High resistance"
"1971",1971,2430,0,0,0,1,0,1,2013,0.17,NA,1,"High resistance"
"1972",1972,2432,0,0,0,1,1,0,2020,0,NA,6,"High resistance"
"1973",1973,2437,0,0,0,1,1,0,2015,0.2,NA,1,"High resistance"
"1974",1974,2440,0,0,0,1,0,0,2014,0,NA,2014,"Low resistance"
"1975",1975,2475,0,0,0,2,1,0,2017,4.18,NA,2,"High resistance"
"1976",1976,2482,0,0,0,2,1,0,2017,0.18,NA,2,"High resistance"
"1977",1977,2485,0,0,0,2,0,0,2015,0,NA,8,"Low resistance"
"1978",1978,2487,0,0,0,2,0,0,2015,0.33,NA,28,"Moderate resistance"
"1979",1979,2488,0,0,0,2,0,0,2015,0.2,NA,30,"Moderate resistance"
"1980",1980,2492,0,0,0,1,1,0,2017,16.25,NA,2,"High resistance"
"1981",1981,2493,0,0,0,2,0,0,2015,3,NA,3,"Low resistance"
"1982",1982,2495,0,0,0,1,0,0,2015,13.27,NA,2015,"Low resistance"
"1983",1983,2513,0,0,0,2,1,0,2017,0.37,NA,1,"High resistance"
"1984",1984,2521,0,0,0,2,1,0,2017,0.93,NA,1,"High resistance"
"1985",1985,2527,0,0,0,3,0,0,2016,2.13,NA,24,"Moderate resistance"
"1986",1986,2529,0,0,0,2,0,1,2016,0,NA,4,"High resistance"
"1987",1987,2531,0,0,0,2,0,1,2016,0,NA,4,"High resistance"
"1988",1988,2532,0,0,0,2,0,1,2016,0,NA,4,"High resistance"
"1989",1989,2533,0,0,0,2,0,1,2016,0.36,NA,4,"High resistance"
"1990",1990,2534,0,0,0,3,0,0,2016,0,NA,24,"Moderate resistance"
"1991",1991,2535,0,0,0,2,0,1,2016,0.02,NA,4,"High resistance"
"1992",1992,2540,0,0,0,1,1,0,2020,0.07,NA,4,"High resistance"
"1993",1993,2546,0,0,0,1,1,0,2021,0,NA,5,"High resistance"
"1994",1994,2551,0,0,0,2,0,0,2016,0.92,NA,30,"Moderate resistance"
"1995",1995,2557,0,0,0,1,0,1,2016,0,NA,14,"High resistance"
"1996",1996,2561,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"1997",1997,2562,0,0,0,1,0,1,2016,0,NA,35,"Moderate resistance"
"1998",1998,2563,0,0,0,2,0,1,2016,0,NA,5,"High resistance"
"1999",1999,2567,0,0,0,1,0,2,2016,0,NA,5,"High resistance"
"2000",2000,2570,0,0,0,2,0,0,2016,2.3,NA,1,"Low resistance"
"2001",2001,2572,0,0,0,1,1,0,2017,5.46,NA,1,"High resistance"
"2002",2002,2575,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2003",2003,2576,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2004",2004,2580,0,0,0,1,0,1,2016,0,NA,17,"Moderate resistance"
"2005",2005,2581,0,0,0,1,0,2,2016,0,NA,13,"High resistance"
"2006",2006,2582,0,0,0,1,0,1,2016,0,NA,39,"Moderate resistance"
"2007",2007,2584,0,0,0,1,0,0,2016,4.32,NA,2016,"Low resistance"
"2008",2008,2586,0,0,0,1,0,2,2016,0,NA,4,"High resistance"
"2009",2009,2587,0,0,0,2,0,1,2016,1.74,NA,3,"High resistance"
"2010",2010,2588,0,0,0,1,0,2,2016,1.2,NA,3,"High resistance"
"2011",2011,2589,0,0,0,2,0,1,2016,0.45,NA,3,"High resistance"
"2012",2012,2591,0,0,0,1,0,1,2016,0.47,NA,3,"High resistance"
"2013",2013,2592,0,0,0,1,0,2,2016,0.09,NA,3,"High resistance"
"2014",2014,2593,0,0,0,1,0,2,2016,0.07,NA,3,"High resistance"
"2015",2015,2595,0,0,0,2,0,1,2016,0,NA,23,"Moderate resistance"
"2016",2016,2596,0,0,0,1,0,2,2016,0,NA,4,"High resistance"
"2017",2017,2600,0,0,0,2,0,1,2016,1.52,NA,3,"High resistance"
"2018",2018,2602,0,0,0,1,0,2,2016,0.21,NA,3,"High resistance"
"2019",2019,2603,0,0,0,2,0,1,2016,12.15,NA,3,"High resistance"
"2020",2020,2605,0,0,0,1,0,1,2016,0,NA,52,"Moderate resistance"
"2021",2021,2606,0,0,0,1,0,2,2016,3.04,NA,3,"High resistance"
"2022",2022,2607,0,0,0,1,0,2,2016,0,NA,3,"High resistance"
"2023",2023,2608,0,0,0,1,0,2,2016,0,NA,3,"High resistance"
"2024",2024,2610,0,0,0,1,0,2,2016,0,NA,4,"High resistance"
"2025",2025,2611,0,0,0,1,0,2,2016,0,NA,3,"High resistance"
"2026",2026,2612,0,0,0,1,0,2,2016,0.09,NA,3,"High resistance"
"2027",2027,2615,0,0,0,1,0,2,2016,0,NA,4,"High resistance"
"2028",2028,2626,0,0,0,1,0,2,2016,0,NA,4,"High resistance"
"2029",2029,2641,0,0,0,1,1,1,2021,0.01,NA,5,"High resistance"
"2030",2030,2653,0,0,0,1,1,1,2021,17.47,NA,5,"High resistance"
"2031",2031,2655,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2032",2032,2670,0,0,0,1,1,1,2021,0.11,NA,5,"High resistance"
"2033",2033,2671,0,0,0,1,1,1,2021,0.02,NA,5,"High resistance"
"2034",2034,2672,0,0,0,1,1,1,2021,1.44,NA,5,"High resistance"
"2035",2035,2684,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2036",2036,2685,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2037",2037,2694,0,0,0,1,1,1,2021,0.01,NA,5,"High resistance"
"2038",2038,2709,0,0,0,1,0,1,2016,0,NA,1,"High resistance"
"2039",2039,2716,0,0,0,1,1,1,2021,0.03,NA,5,"High resistance"
"2040",2040,2717,0,0,0,1,1,1,2021,0.03,NA,5,"High resistance"
"2041",2041,2723,0,0,0,1,1,1,2021,0,NA,5,"High resistance"
"2042",2042,2728,0,0,0,1,1,1,2021,0.19,NA,5,"High resistance"
"2043",2043,2778,0,0,0,1,0,1,2016,0.81,NA,2,"High resistance"
"2044",2044,2782,0,0,0,2,0,0,2017,0,NA,44,"Moderate resistance"
"2045",2045,2784,0,0,0,1,1,0,2021,0.05,NA,4,"High resistance"
"2046",2046,2789,0,0,0,2,1,0,2021,0,NA,4,"High resistance"
"2047",2047,2790,0,0,0,2,0,0,2017,0,NA,7,"Low resistance"
"2048",2048,2798,0,0,0,2,0,0,2017,0,NA,1,"Low resistance"
"2049",2049,2799,0,0,0,1,1,0,2017,0.17,NA,2,"High resistance"
"2050",2050,2802,0,0,0,1,0,0,2017,7.44,NA,2017,"Low resistance"
"2051",2051,2805,0,0,0,1,0,2,2017,0.02,NA,1,"High resistance"
"2052",2052,2808,0,0,0,1,0,2,2017,11.11,NA,1,"High resistance"
"2053",2053,2811,0,0,0,1,1,1,2017,0.08,NA,1,"High resistance"
"2054",2054,2812,0,0,0,1,0,2,2017,0,NA,1,"High resistance"
"2055",2055,2813,0,0,0,1,0,1,2017,0,NA,26,"Moderate resistance"
"2056",2056,2814,0,0,0,2,0,1,2017,1.15,NA,26,"Moderate resistance"
"2057",2057,2818,0,0,0,1,0,1,2017,0.49,NA,44,"Moderate resistance"
"2058",2058,2819,0,0,0,1,0,2,2017,9.2,NA,1,"High resistance"
"2059",2059,2822,0,0,0,1,0,2,2017,1.76,NA,1,"High resistance"
"2060",2060,2823,0,0,0,1,0,1,2017,0.27,NA,1,"High resistance"
"2061",2061,2861,0,0,0,1,0,2,2017,0,NA,1,"High resistance"
"2062",2062,2876,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2063",2063,2878,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2064",2064,2880,0,0,0,3,0,0,2018,0,NA,6,"Low resistance"
"2065",2065,2881,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2066",2066,2882,0,0,0,3,0,0,2018,0,NA,6,"Low resistance"
"2067",2067,2883,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2068",2068,2885,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2069",2069,2886,0,0,0,3,0,0,2018,0.18,NA,29,"Moderate resistance"
"2070",2070,2889,0,0,0,2,0,0,2018,0,NA,5,"Low resistance"
"2071",2071,2891,0,0,0,3,0,0,2018,0,NA,5,"Low resistance"
"2072",2072,2892,0,0,0,2,0,1,2018,0,NA,5,"High resistance"
"2073",2073,2893,0,0,0,2,0,1,2018,0,NA,2,"High resistance"
"2074",2074,2895,0,0,0,2,0,1,2018,0,NA,2,"High resistance"
"2075",2075,2896,0,0,0,2,0,1,2018,0,NA,5,"High resistance"
"2076",2076,2897,0,0,0,2,0,1,2018,0,NA,5,"High resistance"
"2077",2077,2898,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2078",2078,2899,0,0,0,1,0,2,2018,0,NA,2,"High resistance"
"2079",2079,2900,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2080",2080,2901,0,0,0,2,0,1,2018,0,NA,2,"High resistance"
"2081",2081,2902,0,0,0,1,0,2,2018,0,NA,2,"High resistance"
"2082",2082,2903,0,0,0,1,0,2,2018,0,NA,2,"High resistance"
"2083",2083,2904,0,0,0,1,0,2,2018,0,NA,2,"High resistance"
"2084",2084,2905,0,0,0,2,0,0,2018,0.13,NA,29,"Moderate resistance"
"2085",2085,2908,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2086",2086,2909,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2087",2087,2910,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2088",2088,2911,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2089",2089,2913,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2090",2090,2915,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2091",2091,2916,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2092",2092,2917,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2093",2093,2918,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2094",2094,2923,0,0,0,1,0,2,2018,0,NA,5,"High resistance"
"2095",2095,2926,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2096",2096,2928,0,0,0,3,0,0,2018,0,NA,6,"Low resistance"
"2097",2097,2930,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2098",2098,2932,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2099",2099,2933,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
"2100",2100,2934,0,0,0,2,1,0,2020,0,NA,2,"High resistance"
"2101",2101,2937,0,0,0,3,0,0,2018,0,NA,6,"Low resistance"
"2102",2102,2938,0,0,0,2,0,1,2018,0,NA,6,"High resistance"
