"","X","resist_id","combo_fire_mech","highsev_fire","lowsev_fire","mech_under","modsev_fire","rx_pile","last_trt","area_ha","ever.high","diff.1.to.2","resist_class"
"1125",1125,2858,0,0,1,0,0,2,2022,0,NA,5,"High resistance"
"1126",1126,2860,0,0,1,0,0,1,2022,0,NA,5,"High resistance"
"1127",1127,2863,0,0,2,1,0,0,2018,0,NA,2,"High resistance"
"1128",1128,2866,0,0,2,1,0,0,2021,0,NA,3,"High resistance"
"1129",1129,2869,0,0,2,1,0,0,2021,0,NA,3,"High resistance"
"1130",1130,2870,0,0,1,1,1,0,2021,0,NA,3,"High resistance"
"1131",1131,2871,0,0,1,1,0,1,2018,0,NA,1,"High resistance"
"1132",1132,2873,0,0,1,1,0,1,2018,0,NA,1,"High resistance"
"1133",1133,2874,0,0,1,1,0,0,2018,0.26,NA,2,"High resistance"
"1134",1134,2884,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1135",1135,2890,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1136",1136,2907,0,0,1,2,0,0,2018,0.04,NA,1,"High resistance"
"1137",1137,2920,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1138",1138,2921,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1139",1139,2922,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1140",1140,2925,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1141",1141,2931,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1142",1142,2935,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1143",1143,2936,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1144",1144,2941,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1145",1145,2942,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1146",1146,2944,0,0,1,2,0,0,2020,0.26,NA,2,"High resistance"
"1147",1147,2946,0,0,1,1,0,1,2020,0.44,NA,2,"High resistance"
"1148",1148,2947,0,0,1,1,0,1,2020,0.53,NA,2,"High resistance"
"1149",1149,2950,0,0,1,1,0,1,2020,0.16,NA,2,"High resistance"
"1150",1150,2965,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1151",1151,2966,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1152",1152,2968,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1153",1153,2971,0,0,1,2,0,0,2020,16.17,NA,2,"High resistance"
"1154",1154,2972,0,0,1,2,0,0,2020,2.08,NA,2,"High resistance"
"1155",1155,2981,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1156",1156,2982,0,0,1,1,0,1,2020,0.01,NA,2,"High resistance"
"1157",1157,2983,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1158",1158,2985,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1159",1159,2986,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1160",1160,2989,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1161",1161,2993,0,0,1,1,0,1,2020,0.29,NA,2,"High resistance"
"1162",1162,2995,0,0,1,2,0,0,2020,0.25,NA,2,"High resistance"
"1163",1163,2996,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1164",1164,2997,0,0,1,2,0,0,2020,0.85,NA,2,"High resistance"
"1165",1165,3003,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1166",1166,3004,0,0,1,1,0,1,2020,0.06,NA,2,"High resistance"
"1167",1167,3009,0,0,1,1,0,1,2020,0.05,NA,2,"High resistance"
"1168",1168,3011,0,0,1,2,0,0,2020,0.24,NA,2,"High resistance"
"1169",1169,3014,0,0,1,1,0,1,2020,0.05,NA,2,"High resistance"
"1170",1170,3017,0,0,1,1,0,1,2020,0.11,NA,2,"High resistance"
"1171",1171,3019,0,0,1,1,0,1,2020,0.16,NA,2,"High resistance"
"1172",1172,3020,0,0,1,2,0,0,2020,0.45,NA,2,"High resistance"
"1173",1173,3023,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1174",1174,3025,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1175",1175,3044,0,0,1,1,0,1,2020,0.23,NA,2,"High resistance"
"1176",1176,3048,0,0,1,2,0,0,2020,0.27,NA,2,"High resistance"
"1177",1177,3051,0,0,1,2,0,0,2020,7.13,NA,2,"High resistance"
"1178",1178,3058,0,0,1,2,0,0,2020,0.08,NA,2,"High resistance"
"1179",1179,3062,0,0,1,2,0,0,2020,0.3,NA,2,"High resistance"
"1180",1180,3068,0,0,1,2,0,0,2020,0.15,NA,2,"High resistance"
"1181",1181,3074,0,0,1,2,0,0,2020,0.61,NA,2,"High resistance"
"1182",1182,3078,0,0,1,2,0,0,2020,0.93,NA,2,"High resistance"
"1183",1183,3081,0,0,1,2,0,0,2020,1.94,NA,2,"High resistance"
"1184",1184,3084,0,0,1,2,0,0,2020,0.02,NA,2,"High resistance"
"1185",1185,3087,0,0,1,2,0,0,2020,0.01,NA,2,"High resistance"
"1186",1186,3096,0,0,1,2,0,0,2020,6.94,NA,2,"High resistance"
"1187",1187,3101,0,0,1,2,0,0,2020,0.43,NA,2,"High resistance"
"1188",1188,3104,0,0,1,2,0,0,2020,2.76,NA,2,"High resistance"
"1189",1189,3105,0,0,1,2,0,0,2020,1,NA,2,"High resistance"
"1190",1190,3109,0,0,1,1,0,1,2020,0.01,NA,2,"High resistance"
"1191",1191,3110,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1192",1192,3119,0,0,1,2,0,0,2020,1.39,NA,2,"High resistance"
"1193",1193,3121,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1194",1194,3123,0,0,1,1,0,1,2020,0.01,NA,2,"High resistance"
"1195",1195,3125,0,0,1,2,0,0,2020,0.28,NA,2,"High resistance"
"1196",1196,3126,0,0,1,1,0,1,2020,0.21,NA,2,"High resistance"
"1197",1197,3128,0,0,1,1,0,1,2020,0.02,NA,2,"High resistance"
"1198",1198,3134,0,0,1,1,0,1,2020,0.05,NA,2,"High resistance"
"1199",1199,3138,0,0,1,1,0,1,2020,0.01,NA,2,"High resistance"
"1200",1200,3139,0,0,1,1,0,1,2020,0.03,NA,2,"High resistance"
"1201",1201,3141,0,0,1,1,0,1,2020,0.22,NA,2,"High resistance"
"1202",1202,3144,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1203",1203,3147,0,0,1,2,0,0,2020,0.28,NA,2,"High resistance"
"1204",1204,3152,0,0,1,1,0,0,2020,0.8,NA,2,"High resistance"
"1205",1205,3155,0,0,1,2,0,0,2020,0.07,NA,2,"High resistance"
"1206",1206,3161,0,0,1,2,0,0,2020,0.02,NA,2,"High resistance"
"1207",1207,3169,0,0,1,2,0,0,2020,0.11,NA,2,"High resistance"
"1208",1208,3179,0,0,1,1,0,1,2020,0.18,NA,2,"High resistance"
"1209",1209,3180,0,0,1,2,0,0,2020,0.03,NA,2,"High resistance"
"1210",1210,3185,0,0,1,2,0,0,2020,0.06,NA,2,"High resistance"
"1211",1211,3186,0,0,1,2,0,0,2020,0.01,NA,2,"High resistance"
"1212",1212,3187,0,0,1,2,0,0,2020,0.27,NA,2,"High resistance"
"1213",1213,3190,0,0,1,2,0,0,2020,0.02,NA,2,"High resistance"
"1214",1214,3191,0,0,1,2,0,0,2020,0,NA,2,"High resistance"
"1215",1215,3192,0,0,1,2,0,0,2020,0.37,NA,2,"High resistance"
"1216",1216,3195,0,0,1,2,0,0,2020,0.03,NA,2,"High resistance"
"1217",1217,3200,0,0,1,2,0,0,2020,0.02,NA,2,"High resistance"
"1218",1218,3203,0,0,1,2,0,0,2020,0.16,NA,2,"High resistance"
"1219",1219,3205,0,0,1,2,0,0,2020,0.45,NA,2,"High resistance"
"1220",1220,3216,0,0,1,2,0,0,2021,3.9,NA,3,"High resistance"
"1221",1221,3217,0,0,1,2,0,0,2021,0.02,NA,3,"High resistance"
"1222",1222,3221,0,0,1,2,0,0,2021,0,NA,3,"High resistance"
"1223",1223,3231,0,0,1,2,0,0,2021,0.3,NA,3,"High resistance"
"1224",1224,3235,0,0,1,2,0,0,2021,2.07,NA,3,"High resistance"
"1225",1225,3240,0,0,1,2,0,0,2018,0.25,NA,3,"High resistance"
"1226",1226,3247,0,0,1,1,0,0,2018,26.81,NA,3,"High resistance"
"1227",1227,3249,0,0,1,1,0,0,2018,0.1,NA,1,"High resistance"
"1228",1228,3262,0,0,1,1,0,1,2021,0.03,NA,3,"High resistance"
"1229",1229,3272,0,0,1,1,0,1,2021,0.08,NA,3,"High resistance"
"1230",1230,3280,0,0,1,1,0,1,2021,0,NA,3,"High resistance"
"1231",1231,3281,0,0,1,1,0,1,2021,1.49,NA,3,"High resistance"
"1232",1232,3290,0,0,1,1,0,1,2021,0.01,NA,3,"High resistance"
"1233",1233,3291,0,0,1,1,0,1,2021,0.01,NA,3,"High resistance"
"1234",1234,3307,0,0,1,0,0,1,2018,0.04,NA,2,"High resistance"
"1235",1235,3310,0,0,1,1,0,1,2018,0,NA,1,"High resistance"
"1236",1236,3319,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1237",1237,3321,0,0,1,0,0,2,2020,0.02,NA,2,"High resistance"
"1238",1238,3322,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1239",1239,3327,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1240",1240,3335,0,0,1,0,0,2,2020,0.33,NA,2,"High resistance"
"1241",1241,3336,0,0,1,1,0,1,2020,4.44,NA,2,"High resistance"
"1242",1242,3341,0,0,1,1,0,1,2020,3.43,NA,2,"High resistance"
"1243",1243,3348,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1244",1244,3367,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1245",1245,3369,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1246",1246,3372,0,0,1,0,0,2,2020,0.08,NA,2,"High resistance"
"1247",1247,3374,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1248",1248,3377,0,0,1,1,0,1,2020,0.44,NA,2,"High resistance"
"1249",1249,3378,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1250",1250,3379,0,0,1,0,0,2,2020,0.28,NA,2,"High resistance"
"1251",1251,3380,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1252",1252,3382,0,0,1,1,0,1,2020,0.12,NA,2,"High resistance"
"1253",1253,3383,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1254",1254,3384,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1255",1255,3386,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1256",1256,3388,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1257",1257,3389,0,0,1,1,0,1,2020,0.16,NA,2,"High resistance"
"1258",1258,3395,0,0,1,0,0,1,2020,3.22,NA,2,"High resistance"
"1259",1259,3409,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1260",1260,3411,0,0,1,0,0,2,2020,0,NA,2,"High resistance"
"1261",1261,3418,0,0,1,1,0,1,2020,0,NA,2,"High resistance"
"1262",1262,3437,0,0,1,1,0,1,2021,0,NA,3,"High resistance"
"1263",1263,3465,0,0,1,1,0,1,2021,0.03,NA,2,"High resistance"
"1264",1264,3469,0,0,1,1,0,1,2021,0.02,NA,2,"High resistance"
"1265",1265,3490,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1266",1266,3521,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1267",1267,3524,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1268",1268,3526,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1269",1269,3527,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1270",1270,3528,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1271",1271,3529,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1272",1272,3530,0,0,1,1,0,1,2020,0.08,NA,1,"High resistance"
"1273",1273,3534,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1274",1274,3535,0,0,1,1,0,1,2020,0.03,NA,1,"High resistance"
"1275",1275,3537,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1276",1276,3538,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1277",1277,3539,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1278",1278,3540,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1279",1279,3541,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1280",1280,3542,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1281",1281,3543,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1282",1282,3554,0,0,1,0,0,2,2020,0,NA,1,"High resistance"
"1283",1283,3565,0,0,1,1,0,1,2020,0.01,NA,1,"High resistance"
"1284",1284,3574,0,0,1,0,0,1,2020,5.62,NA,1,"High resistance"
"1285",1285,3586,0,0,1,1,0,1,2020,0.01,NA,1,"High resistance"
"1286",1286,3587,0,0,1,1,0,1,2020,0.47,NA,1,"High resistance"
"1287",1287,3602,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1288",1288,3603,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1289",1289,3608,0,0,1,1,0,1,2020,0.83,NA,1,"High resistance"
"1290",1290,3612,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1291",1291,3626,0,0,1,1,0,1,2020,0.16,NA,1,"High resistance"
"1292",1292,3630,0,0,1,1,0,1,2020,0.09,NA,1,"High resistance"
"1293",1293,3642,0,0,1,1,0,1,2020,0.91,NA,1,"High resistance"
"1294",1294,3643,0,0,1,1,0,1,2020,0.2,NA,1,"High resistance"
"1295",1295,3644,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1296",1296,3645,0,0,1,1,0,1,2020,0.51,NA,1,"High resistance"
"1297",1297,3652,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1298",1298,3653,0,0,1,1,0,1,2020,0.09,NA,1,"High resistance"
"1299",1299,3654,0,0,1,1,0,1,2020,2.22,NA,1,"High resistance"
"1300",1300,3656,0,0,1,1,0,1,2020,0.35,NA,1,"High resistance"
"1301",1301,3669,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1302",1302,3671,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1303",1303,3672,0,0,1,1,0,1,2020,0,NA,1,"High resistance"
"1304",1304,3675,0,0,1,0,0,1,2021,0.13,NA,2,"High resistance"
"1305",1305,3676,0,0,1,0,0,1,2019,0.02,NA,16,"Moderate resistance"
"1306",1306,3677,0,0,1,0,0,2,2019,0.02,NA,16,"Moderate resistance"
"1307",1307,3680,0,0,1,0,0,2,2019,0,NA,16,"Moderate resistance"
"1308",1308,3682,0,0,1,0,0,2,2019,0.01,NA,16,"Moderate resistance"
"1309",1309,3684,0,0,1,0,0,2,2019,0.01,NA,16,"Moderate resistance"
"1310",1310,3685,0,0,1,0,0,2,2019,0.02,NA,16,"Moderate resistance"
"1311",1311,3686,0,0,1,0,0,2,2019,0,NA,16,"Moderate resistance"
"1312",1312,3687,0,0,1,0,0,2,2019,0.2,NA,16,"Moderate resistance"
"1313",1313,3688,0,0,1,0,0,2,2019,0,NA,16,"Moderate resistance"
"1314",1314,3689,0,0,1,0,0,2,2019,0.01,NA,16,"Moderate resistance"
"1315",1315,3698,0,0,1,0,0,2,2021,0,NA,2,"High resistance"
"1316",1316,3699,0,0,1,0,0,2,2021,0,NA,2,"High resistance"
"1317",1317,3700,0,0,1,0,0,2,2021,0.33,NA,2,"High resistance"
"1318",1318,3709,0,0,1,0,0,2,2021,0.01,NA,2,"High resistance"
"1319",1319,3719,0,0,1,0,0,2,2021,0,NA,2,"High resistance"
"1320",1320,3729,0,0,1,1,0,1,2019,17.34,NA,1,"High resistance"
"1321",1321,3734,0,0,1,1,0,1,2019,0,NA,1,"High resistance"
"1322",1322,3746,0,0,1,1,0,0,2024,1.71,NA,4,"High resistance"
"1323",1323,3765,0,0,1,1,1,0,2024,1.16,NA,4,"High resistance"
"1324",1324,3768,0,0,2,1,0,0,2024,6.77,NA,4,"High resistance"
"1325",1325,3770,0,0,1,1,1,0,2024,1.14,NA,4,"High resistance"
"1326",1326,3772,0,0,1,1,1,0,2020,0,NA,33,"Moderate resistance"
"1327",1327,3778,0,0,1,1,0,0,2020,1.54,NA,33,"Moderate resistance"
"1328",1328,3779,0,0,1,1,0,0,2020,0.31,NA,3,"High resistance"
"1329",1329,3783,0,0,1,2,0,0,2020,2.38,NA,3,"High resistance"
"1330",1330,3802,0,0,1,1,0,1,2021,0,NA,1,"High resistance"
"1331",1331,3805,0,0,1,1,0,1,2021,0,NA,1,"High resistance"
"1332",1332,3815,0,0,1,1,0,1,2021,0.05,NA,1,"High resistance"
"1333",1333,3824,0,0,1,1,0,1,2021,1.18,NA,1,"High resistance"
"1334",1334,3827,0,0,1,1,0,1,2021,0,NA,1,"High resistance"
"1335",1335,3859,0,0,1,1,0,1,2021,0,NA,1,"High resistance"
"1336",1336,3875,0,0,1,1,0,1,2021,1.19,NA,1,"High resistance"
"1337",1337,3900,0,0,1,1,0,1,2021,0,NA,3,"High resistance"
"1338",1338,3901,0,0,1,1,0,1,2021,0,NA,3,"High resistance"
"1339",1339,3904,0,0,1,1,0,1,2021,0,NA,3,"High resistance"
"1340",1340,3937,0,0,1,2,0,0,2022,0,NA,1,"High resistance"
"1341",1341,3969,0,0,1,2,0,0,2022,8.07,NA,5,"High resistance"
"1342",1342,3970,0,0,1,2,0,0,2022,0.37,NA,5,"High resistance"
"1343",1343,3977,0,0,1,1,0,0,2022,2.92,NA,4,"High resistance"
"1344",1344,3979,0,0,1,2,0,0,2022,38.89,NA,5,"High resistance"
"1345",1345,3986,0,0,1,2,0,0,2022,0.38,NA,2,"High resistance"
"1346",1346,3990,0,0,1,2,0,0,2022,0.08,NA,4,"High resistance"
"1347",1347,3991,0,0,1,2,0,0,2022,0,NA,4,"High resistance"
"1348",1348,3992,0,0,1,2,0,0,2022,0.08,NA,4,"High resistance"
"1349",1349,3993,0,0,1,2,0,0,2022,0.56,NA,4,"High resistance"
"1350",1350,3995,0,0,1,2,0,0,2022,0,NA,4,"High resistance"
"1351",1351,3996,0,0,1,2,0,0,2022,0,NA,4,"High resistance"
"1352",1352,4001,0,0,1,1,0,0,2022,0.68,NA,2,"High resistance"
"1353",1353,4016,0,0,1,2,0,0,2022,0,NA,7,"High resistance"
"1354",1354,4023,0,0,1,1,0,0,2022,11.77,NA,7,"High resistance"
"1355",1355,4029,0,0,1,1,0,0,2022,12.35,NA,5,"High resistance"
"1356",1356,4032,0,0,1,2,0,0,2022,1.03,NA,4,"High resistance"
"1357",1357,4066,0,0,1,0,0,2,2022,0,NA,11,"High resistance"
"1358",1358,4084,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1359",1359,4086,0,0,1,0,0,2,2022,0.77,NA,19,"Moderate resistance"
"1360",1360,4087,0,0,1,0,0,2,2022,0.05,NA,19,"Moderate resistance"
"1361",1361,4088,0,0,1,0,0,2,2022,0.86,NA,19,"Moderate resistance"
"1362",1362,4095,0,0,1,0,0,2,2022,0,NA,1,"High resistance"
"1363",1363,4106,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1364",1364,4109,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1365",1365,4110,0,0,1,0,0,2,2022,0.18,NA,18,"Moderate resistance"
"1366",1366,4114,0,0,1,0,0,2,2022,0.01,NA,18,"Moderate resistance"
"1367",1367,4116,0,0,1,0,0,2,2022,0.06,NA,19,"Moderate resistance"
"1368",1368,4120,0,0,1,0,0,2,2022,15.32,NA,19,"Moderate resistance"
"1369",1369,4124,0,0,1,0,0,2,2022,33.24,NA,19,"Moderate resistance"
"1370",1370,4125,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1371",1371,4128,0,0,1,0,0,1,2022,0.04,NA,19,"Moderate resistance"
"1372",1372,4129,0,0,1,0,0,2,2022,0.3,NA,19,"Moderate resistance"
"1373",1373,4136,0,0,1,0,0,2,2022,0.01,NA,8,"High resistance"
"1374",1374,4143,0,0,1,0,0,2,2022,0.01,NA,19,"Moderate resistance"
"1375",1375,4144,0,0,1,0,0,2,2022,0.05,NA,19,"Moderate resistance"
"1376",1376,4151,0,0,1,0,0,2,2022,0.31,NA,19,"Moderate resistance"
"1377",1377,4155,0,0,1,0,0,2,2022,0.45,NA,19,"Moderate resistance"
"1378",1378,4156,0,0,1,0,0,2,2022,0.01,NA,19,"Moderate resistance"
"1379",1379,4157,0,0,1,0,0,2,2022,0.01,NA,19,"Moderate resistance"
"1380",1380,4158,0,0,1,0,0,2,2022,0.13,NA,19,"Moderate resistance"
"1381",1381,4167,0,0,1,0,0,2,2022,0.02,NA,19,"Moderate resistance"
"1382",1382,4169,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1383",1383,4171,0,0,1,0,0,2,2022,0.03,NA,19,"Moderate resistance"
"1384",1384,4173,0,0,1,0,0,2,2022,0,NA,19,"Moderate resistance"
"1385",1385,4178,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1386",1386,4180,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1387",1387,4184,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1388",1388,4185,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1389",1389,4187,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1390",1390,4189,0,0,1,0,0,2,2022,0,NA,3,"High resistance"
"1391",1391,4219,0,0,1,1,0,1,2022,2.51,NA,2,"High resistance"
"1392",1392,4223,0,0,1,0,0,1,2022,0.16,NA,35,"Moderate resistance"
"1393",1393,4227,0,0,1,0,0,2,2022,0.19,NA,1,"High resistance"
"1394",1394,4245,0,0,1,1,0,1,2022,1.46,NA,4,"High resistance"
"1395",1395,4277,0,0,1,2,0,0,2023,0,NA,1,"High resistance"
"1396",1396,4278,0,0,1,2,0,0,2023,0.07,NA,2,"High resistance"
"1397",1397,4281,0,0,1,2,0,0,2023,1.1,NA,5,"High resistance"
"1398",1398,4292,0,0,1,2,0,0,2023,0.08,NA,5,"High resistance"
"1399",1399,4293,0,0,1,2,0,0,2023,0.02,NA,2,"High resistance"
"1400",1400,4294,0,0,1,1,0,1,2023,0.04,NA,2,"High resistance"
"1401",1401,4299,0,0,1,2,0,0,2023,0.06,NA,5,"High resistance"
"1402",1402,4300,0,0,1,1,0,1,2023,0.02,NA,2,"High resistance"
"1403",1403,4344,0,0,1,2,0,0,2023,0.15,NA,2,"High resistance"
"1404",1404,4346,0,0,2,1,0,0,2023,0,NA,2,"High resistance"
"1405",1405,4348,0,0,2,1,0,0,2023,0,NA,2,"High resistance"
"1406",1406,4352,0,0,1,1,0,1,2023,1.53,NA,2,"High resistance"
"1407",1407,4362,0,0,1,1,0,1,2023,2.27,NA,2,"High resistance"
"1408",1408,4365,0,0,1,1,0,1,2023,0,NA,2,"High resistance"
"1409",1409,4367,0,0,2,1,0,0,2023,0.04,NA,2,"High resistance"
"1410",1410,4380,0,0,1,1,0,1,2023,0,NA,2,"High resistance"
"1411",1411,4385,0,0,1,1,1,0,2023,0,NA,2,"High resistance"
"1412",1412,4386,0,0,1,2,0,0,2023,0,NA,1,"High resistance"
"1413",1413,4390,0,0,1,2,0,0,2023,0.04,NA,2,"High resistance"
"1414",1414,4394,0,0,1,2,0,0,2023,2.85,NA,2,"High resistance"
"1415",1415,4401,0,0,1,1,0,0,2023,0.11,NA,7,"High resistance"
"1416",1416,4403,0,0,1,2,0,0,2023,0.22,NA,1,"High resistance"
"1417",1417,4409,0,0,1,2,0,0,2023,0.03,NA,3,"High resistance"
"1418",1418,4412,0,0,1,2,0,0,2023,0.13,NA,2,"High resistance"
"1419",1419,4415,0,0,1,2,0,0,2023,0.02,NA,3,"High resistance"
"1420",1420,4420,0,0,1,2,0,0,2023,0.03,NA,3,"High resistance"
"1421",1421,4421,0,0,1,2,0,0,2023,0,NA,1,"High resistance"
"1422",1422,4427,0,0,1,1,0,0,2023,1.88,NA,3,"High resistance"
"1423",1423,4437,0,0,1,1,0,0,2023,1.06,NA,27,"Moderate resistance"
"1424",1424,4441,0,0,1,1,0,0,2023,18.43,NA,2,"High resistance"
"1425",1425,4442,0,0,1,1,1,0,2023,0,NA,2,"High resistance"
"1426",1426,4446,0,0,1,1,0,0,2024,10.55,NA,1,"High resistance"
"1427",1427,4451,0,0,1,2,0,0,2023,0.09,NA,2,"High resistance"
"1428",1428,4464,0,0,1,2,0,0,2024,0,"past high sev",1,"High resistance"
"1429",1429,4465,0,0,1,2,0,0,2024,0.73,"past high sev",1,"High resistance"
"1430",1430,4473,0,0,1,2,0,0,2024,0,"past high sev",1,"High resistance"
"1431",1431,4477,0,0,1,2,0,0,2024,0,NA,1,"High resistance"
"1432",1432,4478,0,0,1,2,0,0,2024,2.05,NA,1,"High resistance"
"1433",1433,4479,0,0,1,2,0,0,2023,0.38,NA,3,"High resistance"
"1434",1434,4487,0,0,1,2,0,0,2024,8.64,NA,1,"High resistance"
"1435",1435,4490,0,0,1,1,1,0,2024,0.46,NA,1,"High resistance"
"1436",1436,4491,0,0,1,2,0,0,2024,6.37,NA,1,"High resistance"
"1437",1437,4493,0,0,2,1,0,0,2024,0.39,NA,1,"High resistance"
"1438",1438,4497,0,0,1,1,1,0,2024,0.6,NA,1,"High resistance"
"1439",1439,4523,0,0,1,1,0,0,2023,0,NA,36,"Moderate resistance"
"1440",1440,4552,0,0,1,1,0,1,2023,0.05,NA,8,"High resistance"
"1441",1441,4554,0,0,1,1,0,1,2023,0.18,NA,8,"High resistance"
"1442",1442,4555,0,0,1,1,0,1,2023,0.24,NA,8,"High resistance"
"1443",1443,4557,0,0,1,1,0,1,2023,0.01,NA,8,"High resistance"
"1444",1444,4558,0,0,1,1,0,1,2023,0.03,NA,8,"High resistance"
"1445",1445,4559,0,0,1,1,0,1,2023,0,NA,8,"High resistance"
"1446",1446,4561,0,0,1,1,0,1,2023,0.04,NA,8,"High resistance"
"1447",1447,4562,0,0,1,1,0,1,2023,0.44,NA,8,"High resistance"
"1448",1448,4563,0,0,1,1,0,1,2023,0.11,NA,8,"High resistance"
"1449",1449,4565,0,0,1,1,0,1,2023,2.12,NA,8,"High resistance"
"1450",1450,4568,0,0,1,1,0,1,2023,0.03,NA,8,"High resistance"
"1451",1451,4569,0,0,1,1,0,1,2023,0.02,NA,8,"High resistance"
"1452",1452,4570,0,0,1,1,0,1,2023,0.02,NA,8,"High resistance"
"1453",1453,4572,0,0,1,1,0,1,2023,0.01,NA,8,"High resistance"
"1454",1454,4573,0,0,1,1,0,1,2023,0.01,NA,8,"High resistance"
"1455",1455,4574,0,0,1,1,0,1,2023,0.17,NA,8,"High resistance"
"1456",1456,4576,0,0,1,2,0,0,2023,1.95,NA,8,"High resistance"
"1457",1457,4581,0,0,1,1,0,0,2023,15.38,NA,8,"High resistance"
"1458",1458,4582,0,0,1,1,0,1,2023,0.29,NA,8,"High resistance"
"1459",1459,4583,0,0,1,1,0,1,2023,0,NA,8,"High resistance"
"1460",1460,4592,0,0,1,1,0,1,2023,0.3,NA,8,"High resistance"
"1461",1461,4604,0,0,1,1,0,1,2023,0.48,NA,8,"High resistance"
"1462",1462,4608,0,0,1,1,0,1,2023,5.04,NA,8,"High resistance"
"1463",1463,4621,0,0,1,1,0,0,2023,0.01,NA,6,"High resistance"
"1464",1464,4628,0,0,1,1,0,1,2023,0.01,NA,1,"High resistance"
"1465",1465,4629,0,0,1,1,0,1,2023,0.3,NA,1,"High resistance"
"1466",1466,4635,0,0,1,2,0,0,2023,0.02,NA,6,"High resistance"
