TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
NELD-014,3,Railroad,Nelder,Nelder,NA,NA,NA,349.36,NA,19.17,NA,NA,0,0,Live,NA,NA,NA,0,Yes,0,No,No,1,3,1,163,1655,11,1,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,0,0,0,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,0,Canyon/Drainage Bottom,Intermediate,2,439.3269958,667.4869995
NELD-015,3,Railroad,Nelder,Nelder,NA,NA,NA,328.03,NA,15,NA,NA,4,1,Live,NA,NA,NA,28,Yes,0,No,No,3,3,4,204,1717,30,2,NA,,NA,NA,NA,NA,28,15,5,Live,Live,NA,17,100,10,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,10.3,Canyon/Drainage Bottom,Intermediate,2,438.9930115,633.742981
NELD-016,3,Railroad,Nelder,Nelder,NA,NA,NA,350.32,NA,6,NA,NA,4,1,Live,NA,NA,NA,23,Yes,0,No,No,3,3,4,160,1781,31,2,NA,,NA,NA,NA,NA,16,6,5,Live,Live,NA,12,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,11,Canyon/Drainage Bottom,Intermediate,2,430.7430115,607.8469849
NELD-017,3,Railroad,Nelder,Nelder,NA,NA,NA,143.31,60,12,48,0.8,50,30,Live,NA,NA,NA,19,Yes,0,Yes,Yes,4,4,6,88,1719,20,1,NA,"Not visited in 2018, was ""17A"" in 2019, now just 17",NA,NA,,NA,29,17,80,Live,Live,Live,11,100,0,75-100%,3,No,No,,NA,NA,Yes,46,46,0,0,3,43,3,43,0,0,0,17,28,0,1,0,0,0,0,0,0,21.4,15.8,3.5,21.4,15.8,3.5,0.07,39.9,39.9,NA,NA,NA,NA,NA,NA,NA,-7.4,-7.4,,4.5,Midslope SW >30% slope,Dry,1,439.177002,656.1630249
NELD-018,3,Railroad,Nelder,Nelder,NA,NA,NA,401.27,72.2,28.8,43.4,0.6,0,0,Live,NA,NA,NA,0,No,0,No,No,1,1,1,104,1603,13,1,NA,,0,NA,NA,NA,0,0,NA,Live,Live,NA,0,0%,0,25-75%,2,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,17.85,Midslope SW <30% slope,Intermediate,2,450.4200134,684.2399902
NELD-019,3,Railroad,Nelder,Nelder,NA,NA,NA,455.41,NA,7,NA,NA,8,2,Live,NA,NA,NA,11,Yes,0,No,No,3,3,4,237,1815,23,2,NA,,NA,NA,NA,NA,33,7,10,Live,Live,NA,3,100,13.5,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,14.3,Ridge,Intermediate,2,333.927002,730.1329956
NELD-020,3,Railroad,Nelder,Nelder,NA,NA,NA,528.66,NA,13,NA,NA,9,1,Live,NA,NA,NA,19,Yes,0,No,No,3,3,2,248,1800,14,2,NA,,NA,NA,NA,NA,39,13,10,Live,Live,NA,9,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,16.6,Ridge,Intermediate,2,333.927002,730.1329956
NELD-021,3,Railroad,Nelder,Nelder,NA,NA,NA,496.82,NA,20,NA,NA,9,1,Live,NA,NA,NA,20,Yes,0,No,No,1,3,1,279,1782,27,2,NA,,NA,NA,NA,NA,41,20,10,Live,Live,NA,12,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,15.6,Midslope SW >30% slope,Intermediate,2,333.927002,730.1329956
NELD-022,3,Railroad,Nelder,Nelder,NA,NA,NA,582.8,NA,14,NA,NA,3,60,Dead,NA,NA,NA,36,Yes,1,Yes,No,1,3,1,283,1769,38,3,NA,Remove from crown analyses,NA,NA,,NA,36,NA,NA,Live,Dead,NA,36,100,NA,25-75%,2,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,18.3,Midslope SW >30% slope,Intermediate,2,334.7900085,734.177002
NELD-023,3,Railroad,Nelder,Nelder,NA,NA,NA,328.03,NA,18,NA,NA,0,0,Live,NA,NA,NA,5,No,0,No,No,1,3,1,329,1791,26,2,NA,,0,NA,NA,NA,0,0,0,Live,Live,NA,2,100,13,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,10.3,Midslope SW >30% slope,Intermediate,2,334.6799927,728.3900146
NELD-024,3,Railroad,Nelder,Nelder,NA,NA,NA,439.49,NA,9,NA,NA,8,2,Live,NA,NA,NA,21,Yes,0,No,No,4,3,6,354,1816,48,1,NA,,NA,NA,NA,NA,25,15,10,Live,Live,NA,8,100,25,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.8,Ridge,Intermediate,2,354.2330017,693.6430054
NELD-026,3,Railroad,Nelder,Nelder,NA,NA,NA,356.69,NA,8,NA,NA,97,3,Dead,NA,NA,NA,25,No,1,Yes,No,1,1,1,314,1809,25,1,NA,,0,NA,NA,NA,25,10,100,Dead,Dead,NA,13,100,0,75-100%,3,Yes,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,11.2,Ridge,Intermediate,2,354.9700012,686.8930054
NELD-027,3,Railroad,Nelder,Nelder,NA,NA,NA,601.91,NA,14,NA,NA,1,0,Live,NA,NA,NA,16,Yes,0,No,No,3,3,4,63,1829,17,1,NA,,NA,NA,NA,NA,16,0,1,Live,Live,NA,5,100,23,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,18.9,Ridge,Intermediate,2,356.7170105,682.3699951
NELD-028,3,Railroad,Nelder,Nelder,12.8,5.12,2,493.63,55.5,19,36.5,0.66,50,20,Live,30,0,0,55,Yes,0,Yes,Yes,1,1,1,339,1822,27,2,NA,,60,65.536,No,0,55,32,70,Live,Live,Live,17,100,9.1,75-100%,3,Yes,Yes,Moderate,1,1,Yes,101,101,0,0,10,91,10,91,0,0,0,62,37,0,0,0,0,2,0,0,0,13.2,10.9,2,13.2,10.9,2,0.1,42.3,42.3,NA,NA,NA,NA,NA,NA,NA,5.8,5.8,yes,15.5,Ridge,Dry,1,356.7170105,682.3699951
NELD-029,3,Railroad,Nelder,Nelder,NA,NA,NA,404.46,70.2,12,58.2,0.83,5,5,Live,NA,NA,NA,15,Yes,0,Yes,Yes,1,1,1,344,1837,31,2,NA,,NA,NA,NA,NA,28,15,10,Live,Live,Unk,7,100,16,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,12.7,Ridge,Intermediate,2,356.7170105,682.3699951
NELD-031,3,Railroad,Nelder,Nelder,NA,NA,NA,426.75,NA,11,NA,NA,2,1,Live,NA,NA,NA,16,Yes,0,No,No,1,1,1,334,1817,15,2,NA,,NA,NA,NA,NA,16,13,3,Live,Live,NA,6,100,5.1,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.4,Midslope SW <30% slope,Intermediate,2,352.4299927,667.4130249
NELD-032,3,Railroad,Nelder,Nelder,NA,NA,NA,334.39,55.8,16,39.8,0.71,15,10,Live,NA,NA,NA,20,Yes,0,Yes,Yes,1,1,1,354,1843,25,2,NA,,NA,NA,NA,NA,41,18,25,Live,Live,Unk,11,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,10.5,Midslope SW >30% slope,Intermediate,2,352.4299927,667.4130249
NELD-033,3,Railroad,Nelder,Nelder,4.3,2.64,81,353.5,53,10,43,0.81,2,1,Live,97,0,0,11,Yes,0,Yes,Yes,1,1,1,94,1829,25,3,NA,,23,11.352,Yes,1,15,10,3,Live,Live,Live,7,100,20.3,75-100%,3,No,Yes,Moderate,0,3,Yes,60,56,4,0,9,51,9,47,0,4,0,49,6,0,1,0,4,0,0,0,0,12.6,9,1.7,11.7,9.2,1.8,0.15,40.4,41.3,NA,NA,NA,NA,NA,NA,NA,-2.6,-1.7,yes,11.1,Midslope SW >30% slope,Dry,1,352.4299927,667.4130249
NELD-034,3,Railroad,Nelder,Nelder,NA,NA,NA,382.17,NA,13,NA,NA,7,3,Live,NA,NA,NA,14,Yes,0,No,No,1,1,1,95,1815,14,1,NA,,NA,NA,NA,NA,28,20,10,Live,Live,NA,6,100,19.4,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,12,Midslope SW >30% slope,Intermediate,2,431.3399963,612.7670288
NELD-035,3,Railroad,Nelder,Nelder,NA,NA,NA,449.04,NA,23,NA,NA,35,5,Live,NA,NA,NA,25,Yes,0,No,No,1,1,1,120,1766,26,2,NA,,NA,NA,NA,NA,52,26,40,Live,Live,NA,18,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,14.1,Canyon/Drainage Bottom,Intermediate,2,436.0469971,642.9630127
NELD-036,3,Railroad,Nelder,Nelder,NA,NA,NA,343.95,78.4,15,63.4,0.81,8,2,Live,NA,NA,NA,29,No,0,Yes,Yes,1,3,1,34,1776,27,3,NA,,0,NA,NA,NA,28,16,10,Live,Live,Unk,12,100,19,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019- 90% green canopy,10.8,Canyon/Drainage Bottom,Intermediate,2,436.0469971,642.9630127
NELD-037,3,Railroad,Nelder,Nelder,NA,NA,NA,643.31,NA,16,NA,NA,8,2,Live,NA,NA,NA,20,Yes,0,No,No,1,1,1,139,1747,33,2,NA,,NA,NA,NA,NA,52,16,10,Live,Live,NA,13,100,10,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,20.2,Canyon/Drainage Bottom,Intermediate,2,431.6300049,612.822998
NELD-038,3,Railroad,Nelder,Nelder,NA,NA,NA,605.1,NA,27,NA,NA,1,0,Live,NA,NA,NA,19,Yes,0,No,No,1,3,1,137,1776,33,2,NA,,NA,NA,NA,NA,27,0,1,Live,Live,NA,9,100,11,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,19,Canyon/Drainage Bottom,Intermediate,2,431.6300049,612.822998
NELD-039,3,Railroad,Nelder,Nelder,7.2,2.05,126,541.4,35.2,13,22.2,0.63,49,50,Dead,0,0,1,35,Yes,1,Yes,Yes,3,3,4,137,1824,39,3,NA,,67,14.76,No,0,35,23.8,99,Live,Live,Dead,19,100,11.5,75-100%,3,Yes,Yes,Moderate,0,0,Yes,30,27,3,0,3,27,3,24,0,3,0,11,15,0,1,0,3,0,0,0,0,14.8,13.4,3,15.4,14,3.3,0.1,20.4,19.8,NA,NA,NA,NA,NA,NA,NA,-1.8,-2.4,yes,17,Ridge,Dry,1,431.3399963,612.7670288
NELD-040,3,Railroad,Nelder,Nelder,NA,NA,NA,433.12,NA,17,NA,NA,0,2,Live,NA,NA,NA,25,Yes,0,No,No,1,1,1,68,1808,23,2,NA,,NA,NA,NA,NA,0,25,2,Live,Live,NA,10,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.6,Midslope NE <30% slope,Intermediate,2,356.072998,674.1500244
NELD-041,3,Railroad,Nelder,Nelder,NA,NA,NA,484.08,38.2,20,18.2,0.48,30,5,Live,NA,NA,NA,42,Yes,0,Yes,Yes,4,3,6,42,1816,25,2,NA,,NA,NA,NA,NA,45,25,35,Live,Live,Unk,20,100,0,75-100%,3,Yes,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,15.2,Ridge,Intermediate,2,356.072998,674.1500244
NELD-042,3,Railroad,Nelder,Nelder,NA,NA,NA,378.98,50.4,16,34.4,0.68,3,0,Live,NA,NA,NA,13,Yes,0,Yes,Yes,3,3,4,56,1841,29,3,NA,,NA,NA,NA,NA,19,0,3,Live,Live,Unk,7,100,0,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019 - 97% green canopy,11.9,Ridge,Intermediate,2,356.072998,674.1500244
NELD-043,3,Railroad,Nelder,Nelder,NA,NA,NA,455.41,NA,11,NA,NA,2,8,Live,NA,NA,NA,8,No,0,No,No,1,1,1,134,1743,18,2,NA,,0,NA,NA,NA,22,11,10,Live,Live,NA,3,100,26,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,14.3,Canyon/Drainage Bottom,Intermediate,2,436.0469971,642.9630127
NELD-044,3,Railroad,Nelder,Nelder,NA,NA,NA,560,NA,NA,NA,NA,0,100,Dead,NA,NA,NA,NA,No,1,Yes,No,3,3,5,6,1775,28,2,NA,Remove from crown analyses,0,NA,,NA,NA,NA,100,Dead,Dead,NA,NA,100,NA,NA,NA,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Midslope NE <30% slope,Intermediate,2,431.6300049,612.822998
NELD-045,3,Railroad,Nelder,Nelder,NA,NA,NA,439.49,NA,11,NA,NA,1,2,Live,NA,NA,NA,14,Yes,0,No,No,1,3,1,157,1821,25,2,NA,,NA,NA,NA,NA,19,14,3,Live,Live,NA,4,100,16.5,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.8,Ridge,Intermediate,2,333.927002,730.1329956
NELD-046,3,Railroad,Nelder,Nelder,NA,NA,NA,697.45,NA,18,NA,NA,2,1,Live,NA,NA,NA,16,Yes,0,No,No,1,1,1,185,1737,16,1,NA,,NA,NA,NA,NA,22,21,3,Live,Live,NA,10,100,0,25-75%,2,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,21.9,Canyon/Drainage Bottom,Intermediate,2,441.9700012,650.3729858
NELD-047,3,Railroad,Nelder,Nelder,NA,NA,NA,343.95,NA,16,NA,NA,8,2,Live,NA,NA,NA,33,Yes,0,No,No,1,1,1,154,1741,9,2,NA,,NA,NA,NA,NA,38,21,10,Live,Live,NA,14,100,0,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,20.8,Canyon/Drainage Bottom,Intermediate,2,441.9700012,650.3729858
NELD-048,3,Railroad,Nelder,Nelder,NA,NA,NA,429.94,NA,15,NA,NA,2,1,Live,NA,NA,NA,12,Yes,0,No,No,3,4,5,180,1784,36,1,NA,,NA,NA,NA,NA,19,15,3,Live,Live,NA,3,100,Ø,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.5,Canyon/Drainage Bottom,Intermediate,2,433.7900085,633.177002
NELD-049,3,Railroad,Nelder,Nelder,NA,NA,NA,429.94,67.5,14,53.5,0.79,1,1,Live,NA,NA,NA,19,No,0,Yes,Yes,3,3,4,169,1803,45,2,NA,,0,NA,NA,NA,24,17,2,Live,Live,Unk,9,100,7.6,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,13.5,Canyon/Drainage Bottom,Intermediate,2,425.6929932,606.1099854
NELD-050,3,Railroad,Nelder,Nelder,NA,NA,NA,462.74,NA,41.73,NA,NA,25,25,Live,NA,NA,NA,20.24,Yes,0,No,No,1,3,1,180,1803,38,1,NA,,NA,NA,NA,NA,37.41,25.41,50,Live,NA,NA,10.12,100,5,25-75%,2,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Canyon/Drainage Bottom,Intermediate,2,433.7900085,633.177002
NELD-051,3,Railroad,Nelder,Nelder,NA,NA,NA,484.08,NA,23.46,NA,NA,0,0,Live,NA,NA,NA,22.9,Yes,0,No,No,4,4,6,170,1833,50,2,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,11.48,100,5,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Midslope SW >30% slope,Intermediate,2,433.7900085,633.177002
NELD-052,3,Railroad,Nelder,Nelder,NA,NA,NA,398.73,70.2,36.55,33.65,0.48,25,25,Live,NA,NA,NA,18.2,Yes,0,Yes,Yes,1,1,1,173,1855,38,3,NA,,NA,NA,NA,NA,11.51,34.1,50,Live,Live,Live,14.01,100,3,25-75%,2,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018- 50% green canopy,NA,Midslope SW >30% slope,Intermediate,2,433.7900085,633.177002
NELD-053,3,Railroad,Nelder,Nelder,2.3,7.24,20,489.17,73.8,30.73,43.07,0.58,0,0,Live,99,0,0,22.9,Yes,0,Yes,Yes,3,3,2,176,1856,40,3,NA,,53,16.652,Yes,1,33.5,0,0,Live,NA,Live,11.48,100,5,75-100%,3,No,Yes,Moderate,1,2,Yes,30,30,0,0,7,23,7,23,0,0,0,14,11,0,5,0,0,0,0,0,0,20.1,14.4,3.4,20.1,14.4,3.4,0.23,53.7,53.7,NA,NA,NA,NA,NA,NA,NA,10.6,10.6,2018 & 2020,NA,Midslope SW >30% slope,Dry,1,433.7900085,633.177002
NELD-054,3,Railroad,Nelder,Nelder,NA,NA,153,79.62,NA,NA,NA,NA,NA,NA,Dead,0,0,0,NA,No,1,Yes,No,1,3,1,165,1829,44,3,NA,Remove from crown analyses,0,NA,No,0,NA,NA,NA,NA,Dead,Dead,NA,NA,NA,NA,NA,No,Yes,Moderate,NA,NA,Yes,24,24,0,0,2,22,2,22,0,0,0,8,14,0,2,0,0,0,0,0,0,17.7,14.4,3.6,17.7,14.4,3.6,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Midslope SW >30% slope,Dry,1,425.6929932,606.1099854
NELD-055,3,Railroad,Nelder,Nelder,NA,NA,NA,337.58,NA,15,NA,NA,8,2,Live,NA,NA,NA,23,Yes,0,No,No,4,3,6,162,1877,49,2,NA,,NA,NA,NA,NA,24,20,10,Live,Live,NA,10,100,Ø,25-75%,2,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,10.6,Midslope SW >30% slope,Intermediate,2,425.6929932,606.1099854
NELD-056,3,Railroad,Nelder,Nelder,NA,NA,NA,292.99,NA,18,NA,NA,1,1,Live,NA,NA,NA,28,Yes,0,No,No,4,3,6,160,1886,54,2,NA,,NA,NA,NA,NA,37,37,2,Live,Live,NA,14,100,0,75-100%,3,No,No,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,9.2,Ridge,Intermediate,2,425.6929932,606.1099854
NELD-057,3,Railroad,Nelder,Nelder,NA,NA,NA,533.76,NA,19.54,NA,NA,0,0,Live,NA,NA,NA,28.42,Yes,0,No,No,4,4,6,170,1846,41,2,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,14.21,100,5,75-100%,3,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Midslope SW >30% slope,Intermediate,2,433.7900085,633.177002
NELD-058,3,Railroad,Nelder,Nelder,NA,NA,NA,342.36,NA,31.88,NA,NA,0,0,Live,NA,NA,NA,18.7,Yes,0,No,No,1,3,1,169,1845,58,2,NA,,NA,NA,NA,NA,0,0,0,Live,NA,NA,9.39,100,2.5,25-75%,2,No,Yes,,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,Canyon/Drainage Bottom,Intermediate,2,423.8469849,588.6170044
