TreeNumber,YrsPostFire,Fire,GroveBasic,Grove_Name,Catface.ht.m,Catface.width.m,Aspect,DBH_cm,Height_m,HLC_m,CrnLength,CrnPercentOf,Scorch_.,Torch_.,Final_LiveDead,Green20,Yellow20,Brown20,MaxCharHt_m,Catface,LD,InSummaryStats,ForModelling,TPI4_10cel,TPI4_5cell,TPI6_5cell,GIS_Aspect_KS,GIS_Elev_KS,GIS_SlopeP_KS,GIS_CBI4_KS,PercentBasalChar5cm,Notes,CircCatface,Cat1_area,EpiPres,EpiPercents,Ht_Scorch,Ht_Torch,ScorchTorchTotal,LiveStatus2018,LiveStatus2019,LiveStatus2020,AvgCharHt_m,CircCharred_.,AvgCharDepth_cm,Prefire_TreeVigor,VigorCode,Chimney,Broken.Top,Fire.Severity,InterCrnsCnt,InflCrnsCnt,FrstStructreTree,AllTrees,Con,Hrdwd,UNKNOWN,PreDead,PreLive,Con.PreDead,Con.PreLive,Hrdwd.PreDead,Hrdwd.PreLive,UNKNOWN.PreDead,ABCO,CADE,CONU,PILA,PIPO,QUKE,SEGI,ALRH,PINUS.all,CADE.SEGI.Total,AvgHeight,SDht,SEht,ConAvgHeight,ConSDht,ConSEht,PercPreDead,Avg_Ht_diff,ConAvg_Ht_diff,YearDead,SurrScorchAvg,SurrTorchAvg,UNKNOWN.PreLive,QUCH,QUWI,TOCA,Avg_HtLive_diff,ConAvg_HtLive_diff,EnoughVisits,Basal_Char_Circumference_m.Percent,LMU,PatchType,PatchRank,AET,CWD
BNW44,5,Rough,Rough Fire Groves,Kennedy,NA,NA,54,313.5,60,24.9,35.1,0.59,90,10,Dead,0,0,0,39.2,No,1,Yes,Yes,1,1,1,26.93129921,1810.880005,47.95159912,4,26,BNW44. Ht to live 24.9. Slope45 aspect 54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,313.9530029,593.8099976
BNW45,5,Rough,Rough Fire Groves,Kennedy,NA,NA,54,313.5,61,25.8,35.2,0.58,10,90,Dead,0,0,0,41,No,1,Yes,Yes,1,1,1,26.93129921,1810.880005,47.95159912,4,26,BNW45. Slope 45. Aspect 54. Ht to live 25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,313.9530029,593.8099976
BNW46,5,Rough,Rough Fire Groves,Kennedy,NA,NA,54,313.5,52,18.1,33.9,0.65,80,20,Dead,0,0,0,30.7,No,1,Yes,Yes,1,1,1,26.93129921,1810.880005,47.95159912,4,26,BNW46. Slope 45. Aspect 54. Ht to live 18.1. Tree 88-90 fused above DBH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,313.9530029,593.8099976
ENW001,5,Rough,Rough Fire Groves,Evans,4.5,2.56,NA,474.4,65.3,19.5,45.8,0.7,0,0,Live,97,2,1,8.9,Yes,0,Yes,Yes,1,3,1,4.68268013,2266.110107,52.35329819,3,15,ENW1.  pct brown captured here is likely self pruning needles. Catface is weeping. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,312.8699951,557.1630249
ENW002,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,362.1,64.7,11.8,52.9,0.82,0,0,Live,99,0,1,10.7,No,0,Yes,Yes,3,4,2,14.82209969,2263.090088,50.05260086,3,5,ENW02.  Trace brown. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,312.8699951,557.1630249
ENW003,5,Rough,Rough Fire Groves,Evans,9.5,1.11,NA,279.4,67.4,21.9,45.5,0.68,0,0,Live,100,0,0,16.3,Yes,0,Yes,Yes,1,1,1,84.92639923,2243.649902,49.32949829,3,7,ENW03. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW004,5,Rough,Rough Fire Groves,Evans,1.67,4.3,NA,474.3,70.1,NA,NA,NA,0,0,Live,98,0,2,6.3,Yes,0,Yes,Yes,1,1,1,53.12770081,2228.530029,26.45229912,3,5,ENW01. Burned to cambium above catface + 5m up. Cracking to cambium on bole. More regen here compared to other trees ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW005,5,Rough,Rough Fire Groves,Evans,3.5,2.4,NA,510.4,52.1,17.8,34.3,0.66,0,0,Live,99,0,1,14,Yes,0,Yes,Yes,1,3,1,40.68379974,2218.709961,26.79290009,3,10,ENW05  2nd small catface. Recently broken top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW006,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,264.2,56.8,7.9,48.9,0.86,0,0,Live,99,0,1,5.4,No,0,Yes,Yes,3,3,4,85.72129822,2212.48999,22.72870064,3,8,ENW06. Dead top. Large branch with enough galleries to have killed it. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW007,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,261.8,41.9,17.5,24.4,0.58,0,0,Live,95,0,5,4.6,No,0,Yes,Yes,3,3,4,85.72129822,2212.48999,22.72870064,3,40,ENW07. Ht to live 17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW008,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,246.3,65.7,27.6,38.1,0.58,0,0,Live,99,0,1,15.1,No,0,Yes,Yes,1,1,1,93.22470093,2208.719971,25.48469925,3,1,ENW08. Large amount of cracking in bark to cambium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW009,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,272.4,73.5,21.6,51.9,0.71,0,0,Live,98,0,2,18,No,0,Yes,Yes,1,1,1,96.61650085,2206.919922,22.40929985,3,85,ENW09. DBH collected 5 m above ground from top of dead SEGI that is fused to bole ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW010,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,298.7,77.5,33.6,43.9,0.57,0,0,Live,100,0,0,9.5,No,0,Yes,Yes,1,1,1,96.61650085,2206.919922,22.40929985,3,90,ENW10.  Small running spring near by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW011,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,160.4,45.8,22,23.8,0.52,0,0,Live,99,0,1,9.8,No,0,Yes,Yes,1,1,1,80.17649841,2204.600098,23.36940002,3,5,ENW11. Brown from self pruning ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW012,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,344.5,60.5,23.7,36.8,0.61,0,0,Live,99,0,1,20.9,No,0,Yes,Yes,1,1,1,80.17649841,2204.600098,23.36940002,3,90,ENW12. Twin w/ ENW12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW012.5,5,Rough,Rough Fire Groves,Evans,NA,NA,NA,344.5,28.4,23.7,4.7,0.17,0,0,Live,98,0,2,25.2,No,0,Yes,Yes,1,1,1,80.17649841,2204.600098,23.36940002,3,90, ENW12.5. Twin with tree 12 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW013,5,Rough,Rough Fire Groves,Evans,0.74,2.21,NA,247.4,58.6,26.1,32.5,0.55,0,0,Live,99,0,1,27.3,Yes,0,Yes,Yes,1,1,1,80.17649841,2204.600098,23.36940002,3,NA,ENW13.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW014,5,Rough,Rough Fire Groves,Evans,5.6,5.34,NA,502.1,76.5,21.3,55.2,0.72,0,0,Live,100,0,0,22.1,Yes,0,Yes,Yes,1,1,1,95.02559662,2183.379883,31.26169968,3,45, ENW 14 Cracking down to cambium on bole ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW015,5,Rough,Rough Fire Groves,Evans,NA,NA,17,405.7,77.1,20.3,56.8,0.74,0,0,Live,99,1,0,13,No,0,Yes,Yes,1,3,1,32.78860092,2172.100098,35.45650101,3,45,ENW15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW016,5,Rough,Rough Fire Groves,Evans,1.8,0.55,52,580.8,57.3,21.9,35.4,0.62,NA,NA,Dead,0,NA,NA,573,Yes,1,Yes,Yes,1,1,1,24.97389984,2182.780029,37.73089981,3,80,ENW16 Could not distinguish between scorch or recent brown. Most needles have fallen off. Tree killed by fire. Pre fire chimney. Large amounts of regen.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW017,5,Rough,Rough Fire Groves,Evans,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,Dead,0,NA,NA,NA,Yes,1,Yes,No,1,1,1,27.52930069,2190.189941,40.82569885,3,NA,Tree killed by fire. Fell post fire. Standing water at base. Large catface present.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW018,5,Rough,Rough Fire Groves,Evans,8.8,4.45,NA,449.6,62.1,16.6,45.5,0.73,0,0,Live,98,1,1,8.8,Yes,0,Yes,Yes,3,4,4,37.00880051,2193.649902,34.01449966,3,1,ENW18. Yellow and brown from self pruning ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW019,5,Rough,Rough Fire Groves,Evans,NA,NA,50,417.4,63.6,19.5,44.1,0.69,0,0,Live,99,1,0,20.1,No,0,Yes,Yes,1,1,1,87.82170105,2199.600098,42.63819885,3,40,ENW19. Cracks in bark down to cambium. Yellow is mostly self with small percentage possibly scorch. Slope 53. Aspect 50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,299.8330078,532.0529785
ENW020,5,Rough,Rough Fire Groves,Evans,9.3,4,40,481.3,63.7,14.3,49.4,0.78,0,0,Live,98,0,2,9.8,Yes,0,Yes,Yes,1,3,1,67.07579803,2216.23999,32.37279892,3,10,ENW20.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canyon/Drainage Bottom,Intermediate,2,303.9299927,546.2230225
ENW021,5,Rough,Rough Fire Groves,Evans,NA,NA,90,306.4,52.7,12.1,40.6,0.77,1,0,Live,99,0,0,10.9,No,0,Yes,Yes,1,3,1,87.04920197,2240.649902,56.48669815,3,2,ENW21. Aspect 90. Slope 42. Ht to live 12.1m. Bark cracked to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,303.9299927,546.2230225
ENW022,5,Rough,Rough Fire Groves,Evans,NA,NA,345,467.8,58.4,25,33.4,0.57,0,0,Live,99,1,0,14.6,No,0,Yes,Yes,1,1,1,12.41829967,2219.52002,37.06900024,3,30,ENW22. Slope 38. Aspect 345. Ht to live 25.0. Trace amounts of brown likely self pruning   Dead top likely not from beatle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midslope NE >30% slope,Intermediate,2,312.0029907,551.2869873
ENW023,5,Rough,Rough Fire Groves,Evans,NA,NA,20,254,59.3,19.4,39.9,0.67,0,0,Live,95,0,5,1.9,No,0,Yes,Yes,1,1,1,359.8729858,2221.199951,24.21069908,3,10,ENW23. Ht to live 19.4. Slope 25. Aspect 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,292.0029907,580.5800171
ENW024,5,Rough,Rough Fire Groves,Evans,2.5,1.7,20,242.1,57.5,18.9,38.6,0.67,0,0,Live,98,0,2,2.5,Yes,0,Yes,Yes,1,1,1,359.8729858,2221.199951,24.21069908,3,10,ENW24. Ht to live 18.9. ENW23. Slope 25. Aspect 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,292.0029907,580.5800171
ENW025,5,Rough,Rough Fire Groves,Evans,NA,NA,8,307.3,59.3,17.4,41.9,0.71,0,0,Live,95,4,1,2.4,No,0,Yes,Yes,1,3,1,353.9259949,2217.060059,17.25060081,3,40,ENW25. Ht to live 17.4. Slope 20. Aspect 8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW026,5,Rough,Rough Fire Groves,Evans,3,1.9,19,280.6,64.5,NA,NA,NA,0,0,Dead,0,0,1,23.2,Yes,1,Yes,Yes,1,3,1,2.682929993,2219.02002,15.07190037,3,20,ENB26. Aspect 19. Slope 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW027,5,Rough,Rough Fire Groves,Evans,NA,NA,37,206.5,65.5,NA,NA,NA,0,0,Dead,0,0,0,11,No,1,Yes,Yes,1,3,1,2.682929993,2219.02002,15.07190037,3,5,ENB27. Slope 23. Aspect 37. Twin w/tree 28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW028,5,Rough,Rough Fire Groves,Evans,NA,NA,37,206.5,52,NA,NA,NA,0,0,Dead,0,0,0,13.2,No,1,Yes,Yes,3,3,2,0.802673995,2217.629883,13.28969955,3,5,ENB28. Twin with 27. Slope 23. Aspect 37. Scaring to cambium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW029,5,Rough,Rough Fire Groves,Evans,NA,NA,39,391.6,64.2,21.3,42.9,0.67,0,0,Live,98,0,2,21,No,0,Yes,Yes,4,3,6,16.69860077,2226.77002,27.69759941,3,8,ENW29. Twin w/ENW30. Ht to live 21.3. Slope 25. Aspect 39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,292.0029907,580.5800171
ENW030,5,Rough,Rough Fire Groves,Evans,NA,NA,39,391.6,57.6,23.1,34.5,0.6,0,0,Live,99,0,1,15.3,No,0,Yes,Yes,4,3,6,16.69860077,2226.77002,27.69759941,3,8,ENW30. Twin with ENW29. Slope 25. Aspect 39. Ht to live 23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,292.0029907,580.5800171
ENW031,5,Rough,Rough Fire Groves,Evans,NA,NA,47,316.5,66.9,28.8,38.1,0.57,0,0,Live,100,0,0,17.9,No,0,Yes,Yes,1,3,1,12.37609959,2220.219971,18.07659912,3,10,ENW31. Ht to live 28.8. Slope 20. Aspect 47. Crown thin w/epicormic sprouting not clear If from fire or beetle ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,292.0029907,580.5800171
ENW032,5,Rough,Rough Fire Groves,Evans,8.5,1.49,1,408.1,64.9,22.6,42.3,0.65,0,0,Live,99,0,1,12,Yes,0,Yes,Yes,3,3,2,10.57089996,2218.780029,13.51809978,3,15,ENW32. Ht to live 22.6. Slope 25. Aspect 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
ENW033,5,Rough,Rough Fire Groves,Evans,2.3,2.12,82,455.1,50.3,23.1,27.2,0.54,0,0,Live,98,1,1,42.8,Yes,0,Yes,Yes,3,3,5,350.1539917,2213.530029,13.21580029,3,75,ENW33. Ht to live 23.1. Slope 20. Aspect 82. Broken top potentially forming chimney. 2 smaller catface not measured ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,Intermediate,2,280.0270081,586.5629883
